Country,1970-1980,1981-1991,1992-2002,2003-2013,2014-2023
New Zealand,14599224909.09,22527801272.73,40018872909.09,58541114000.0,70698956666.67
Botswana,11629822672.56,33070062578.88,56147004309.09,75672981645.45,88492380040.0
Singapore,19624127272.73,64382490909.09,210386263636.36,526171763636.36,863771350000.0
Marshall Islands,,,,57735913.85,80759032.36
Slovenia,,11827609500.0,10864632818.18,22992378909.09,36650018600.0
Viet Nam,,74768906019583.2,291999838676363.6,1364136541291818.2,4028470897687778.0
Ghana,,,,20264724100.0,45532188720.0
El Salvador,1947172372.58,1580768706.45,3294655518.18,5469361536.36,7386920766.4
France,115322921090.91,189807827181.82,362107863272.73,555364260090.91,706005918100.0
Luxembourg,10939659000.0,16796115090.91,39064384636.36,77428296090.91,116999625800.0
Honduras,37438257787.82,47436211744.45,57077967354.55,87851581818.18,111854160000.0
Turkmenistan,,1287254900.0,2163373490.91,5388046600.0,
Libya,,,,35837307109.09,45709751450.0
Thailand,213784281836.36,698745177745.45,2515446060800.0,5623081818181.82,7322380700000.0
United Kingdom,115237910181.82,164549856636.36,291746572363.64,460851596272.73,576177790400.0
Costa Rica,973711429840.91,1619821601754.55,4087034329454.55,7296452887109.09,11896016482343.91
Nepal,,,150627468050.0,136098893500.0,180891254233.93
