Country,1990-1993,1994-1997,1998-2001,2002-2005,2006-2009,2010-2013,2014-2016,2017-2019
American Samoa,4.41,4.54,4.26,3.94,3.44,2.83,2.38,2.14
Luxembourg,18.28,13.87,11.77,9.11,6.74,6.67,7.14,6.83
Norway,225.23,168.24,142.83,115.0,101.7,87.81,78.69,71.24
Uzbekistan,2645.21,2442.35,2348.42,2320.58,2165.92,2080.0,2197.15,1979.51
France,3146.9,2156.63,1834.5,1615.1,1498.76,1393.75,1306.7,1162.3
Marshall Islands,6.06,6.12,6.72,7.18,6.53,5.35,4.43,3.94
Ukraine,3559.83,2876.0,2314.93,1971.06,2058.86,1827.47,1697.44,1472.43
Ethiopia,34496.09,31906.46,29035.98,27444.25,26765.21,24250.78,22728.69,21314.17
Singapore,200.73,164.38,108.32,69.14,67.19,68.18,63.64,57.94
Russian Federation,10108.04,8105.71,7103.0,6689.61,6088.8,5950.5,5192.31,4044.91
Antigua and Barbuda,4.32,4.8,4.97,4.9,4.55,4.24,3.84,3.45
Malawi,7370.51,6172.84,5551.56,5216.68,4654.29,4835.97,4409.85,3863.92
Suriname,71.53,66.95,70.81,72.77,69.95,64.48,58.29,52.18
Philippines,11975.46,11188.88,11611.34,11682.92,12385.87,12542.35,12581.79,11562.16
Guatemala,2670.31,2276.52,1794.29,1630.58,1743.48,2003.9,2021.9,1847.12
Peru,6992.97,5593.9,4512.28,3823.61,3221.14,2796.27,2591.5,2281.65
