Country,1991-1994,1995-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2022
Denmark,13.66,12.35,12.32,12.04,12.03,12.79,12.46,11.82,11.0,11.43
Puerto Rico,18.64,18.15,18.37,18.68,19.38,19.11,20.27,21.35,21.17,21.27
Israel,14.55,14.77,15.04,15.32,15.33,15.32,15.08,15.03,14.44,14.13
Qatar,1.47,1.48,1.36,1.33,1.06,0.76,0.54,0.43,0.39,0.38
Timor-Leste,68.01,68.16,68.83,68.76,68.09,66.35,63.71,61.16,58.31,56.13
Niger,89.16,89.41,89.55,89.45,89.41,89.15,88.57,92.29,91.98,91.8
Ghana,76.84,75.6,74.19,72.55,70.87,70.05,67.38,69.02,69.16,68.97
Canada,18.97,19.83,19.5,18.8,19.02,19.67,18.9,18.55,18.28,17.13
Australia,20.3,19.43,17.58,19.97,18.87,17.67,17.48,17.46,17.2,17.81
Djibouti,53.87,54.49,54.86,54.7,54.0,52.92,52.16,50.93,49.52,49.19
Luxembourg,11.07,10.85,9.33,9.23,8.79,8.87,9.59,10.58,9.86,11.0
Hungary,22.2,20.03,18.06,16.5,15.43,14.86,13.94,13.15,12.58,14.78
Tunisia,26.61,27.96,29.5,31.09,32.32,33.4,31.27,30.04,29.96,29.64
Paraguay,54.92,54.22,53.94,56.08,52.28,47.93,45.34,43.31,42.81,43.62
Samoa,37.05,37.28,36.76,35.87,35.32,35.29,35.27,35.27,35.77,36.09
Belarus,6.71,7.24,7.08,6.81,6.34,5.92,5.7,5.83,5.73,6.28
Guatemala,44.34,44.37,46.01,48.09,44.07,42.26,40.86,35.07,34.99,40.14
Somalia,44.52,46.76,48.54,49.51,49.81,49.82,49.66,48.25,46.51,45.88
Brunei Darussalam,5.84,6.42,6.9,7.32,7.77,8.49,9.18,9.04,7.41,7.77
Mauritania,51.6,51.52,51.61,51.84,50.26,50.17,51.44,58.68,65.48,68.83
Bangladesh,64.44,63.99,63.21,61.99,60.11,56.26,54.84,55.66,55.28,54.47
Kuwait,4.73,4.34,4.3,4.02,2.69,1.61,1.45,1.59,2.26,2.49
