Country,1980-1984,1985-1989,1990-1994,1995-1999,2000-2004,2005-2009,2010-2014,2015-2019
United Arab Emirates,2462089500.0,4485639600.0,5226916500.0,5211823500.0,5306418000.0,5471037000.0,5344852500.0,5344852500.0
United States,4880277325.8,4428024456.6,4039392600.0,4052154868.2,4535803411.2,5711840474.4,8070713002.8,9848987663.4
Netherlands,1695511648.8,1527503738.4,1633463272.8,1520662507.2,1334994674.4,1125462081.6,824925204.0,421928956.8
Bangladesh,278239500.0,370062000.0,406444500.0,257969250.0,318953250.0,324324000.0,253651696.2,140178911.4
Italy,173569026.6,255776844.6,273047394.6,228316669.2,140518893.6,73751650.2,51040492.2,38777531.4
Canada,2240508600.0,2336177700.0,2098205100.0,1568253150.0,1413433800.0,1438084881.0,1699395462.0,1790103976.2
Myanmar,157396500.0,236448450.0,239985450.0,248474250.0,347863950.0,397634997.6,315023992.2,934461999.0
Bahrain,489391734.6,433058875.2,364843299.6,304109433.0,225331444.8,195844714.2,172537761.6,140373633.6
Brunei Darussalam,192348000.0,271674000.0,338188500.0,341698500.0,308880000.0,288522000.0,245390689.8,215865000.0
Ukraine,,,,698040417.0,705890752.2,690991263.0,881958587.4,960091057.8
Viet Nam,0.0,0.0,65311200.0,143823600.0,179432100.0,399834271.8,581335776.0,581335776.0
Russian Federation,,,31023872817.75,30062044152.0,30210699524.4,30507145633.8,31177632994.2,33134035451.4
Norway,338005800.0,1019573415.0,1256838480.0,1147683330.0,1860103800.0,2006954100.0,1817406450.0,1521235121.4
Qatar,3065566500.0,4203114300.0,5942224800.0,8859869100.0,21743631900.0,23721640799.4,23136228077.4,22342074879.6
Thailand,264911072.4,191883549.6,196913505.6,250007495.4,363460971.6,298869948.0,241852561.2,172291622.4
Papua New Guinea,0.0,613056.6,2522118.6,2623887.0,2465548.2,28458838.8,133646970.6,159983314.2
