Country,1975-1980,1981-1986,1987-1991,1992-1996,1997-2001,2002-2006,2007-2011,2012-2016,2017-2021
India,52.85,65.04,63.69,65.12,64.06,60.49,56.95,54.02,49.58
Australia,80.22,79.74,83.9,83.41,78.56,81.43,81.93,81.34,76.21
Myanmar,22.45,29.11,26.53,25.89,25.89,25.89,29.81,45.94,44.08
Portugal,72.59,77.69,78.21,77.19,79.85,82.31,83.04,87.05,84.75
Central African Republic,32.63,41.42,42.18,53.12,54.58,53.8,57.09,45.54,51.28
Belarus,,,57.84,57.7,42.52,38.9,37.59,37.59,33.01
Mexico,51.64,57.24,57.41,58.31,67.38,72.85,69.21,71.33,73.09
Bangladesh,51.52,52.84,53.71,60.82,59.64,58.13,54.1,53.12,44.03
Brazil,38.51,48.63,77.55,87.73,80.61,83.88,87.29,76.34,69.89
El Salvador,35.2,39.67,43.67,64.96,68.5,64.65,67.4,69.34,60.85
Liberia,59.6,39.76,41.37,48.81,52.77,60.68,65.11,71.93,72.05
North Macedonia,,,57.11,60.12,65.24,69.52,69.18,61.74,72.37
Luxembourg,88.54,89.67,89.67,89.67,89.67,89.67,88.52,89.67,89.67
Paraguay,32.49,37.57,48.74,66.92,68.4,64.43,70.39,67.94,71.81
Lesotho,43.65,48.71,45.06,63.55,72.05,72.87,68.59,72.64,71.48
Chad,32.08,29.71,30.01,48.89,46.44,45.75,47.51,44.72,42.0
Israel,67.95,65.07,66.71,66.58,64.68,65.07,60.16,59.14,59.52
Jamaica,69.63,75.25,79.29,79.29,79.29,77.43,77.43,77.8,80.14
Panama,50.41,57.24,56.6,74.23,74.42,73.75,74.01,74.08,77.23
Hungary,26.93,36.19,61.0,82.31,82.31,73.37,68.54,55.79,54.18
Sudan,42.57,49.17,41.64,31.86,31.86,37.63,44.38,39.03,43.79
Bulgaria,26.37,25.89,42.39,67.21,66.76,68.26,69.58,66.95,68.34
Tajikistan,,,53.39,37.14,38.95,45.06,38.87,36.7,28.96
Oman,29.69,29.38,29.43,29.11,29.11,31.66,32.41,35.63,37.95
Serbia,29.69,35.52,42.76,45.44,49.81,69.84,70.56,64.03,59.0
South Sudan,,,,,,,54.95,39.81,39.02
Denmark,82.31,83.9,83.9,83.41,83.9,83.9,81.93,83.9,83.9
Albania,16.93,18.01,29.11,59.62,65.04,66.16,72.7,71.58,71.23
