Country,1960-1967,1968-1975,1976-1983,1984-1991,1992-1999,2000-2007,2008-2015,2016-2022
Nauru,361.9,370.3,375.88,406.74,444.39,486.23,449.17,404.04
Belarus,200.01,227.47,272.04,270.24,354.0,362.56,300.28,231.33
Hong Kong,256.44,200.53,157.81,122.07,99.94,82.52,68.61,55.53
North Macedonia,197.27,176.69,162.0,159.39,162.98,152.85,123.64,106.95
Singapore,249.23,222.05,187.76,147.03,121.19,91.91,71.27,58.68
Kiribati,400.27,345.36,324.69,295.29,257.92,239.17,233.2,214.67
Tajikistan,293.22,275.55,271.69,275.19,378.43,243.82,213.77,185.68
Afghanistan,580.37,532.45,568.08,609.96,402.65,326.94,283.89,314.52
Gabon,386.18,352.46,323.64,298.39,288.01,291.32,288.35,278.63
Portugal,215.33,209.39,197.77,177.89,167.55,142.89,116.1,100.26
Slovenia,,,256.98,226.12,190.09,155.98,112.78,90.83
United Kingdom,185.05,177.95,162.37,136.12,117.44,102.4,88.37,89.11
Rwanda,365.85,358.51,361.19,444.28,639.52,379.97,301.87,274.83
"Palestine, State of",,,,203.87,180.71,180.46,149.08,130.13
chanisl,173.79,176.47,152.68,110.52,91.88,72.75,60.76,60.54
Bangladesh,297.2,353.89,256.6,259.05,225.21,189.38,188.26,157.12
Madagascar,456.97,412.77,383.72,374.13,331.58,286.67,263.78,255.43
Yemen,504.27,435.25,366.78,317.2,270.52,227.04,209.4,277.06
Mozambique,440.44,445.54,434.4,515.99,438.03,453.41,432.82,374.64
Pakistan,322.6,260.44,234.48,216.39,225.44,218.65,221.29,212.65
El Salvador,385.56,373.17,541.84,424.31,331.97,302.56,282.3,294.84
Cyprus,264.9,268.46,181.2,159.52,130.86,107.42,85.21,69.0
Morocco,452.77,402.56,344.8,279.86,235.05,199.02,158.39,129.9
Fiji,338.36,338.45,337.73,309.81,291.5,288.1,264.16,243.15
Turkmenistan,372.01,333.18,304.34,285.43,292.9,279.48,243.58,232.13
