Country,1960-1967,1968-1974,1975-1981,1982-1988,1989-1995,1996-2002,2003-2009,2010-2016,2017-2023
Aruba,6.69,6.9,8.21,9.48,7.69,7.15,5.75,5.83,6.06
New Zealand,6.17,6.9,7.74,8.16,7.91,7.05,6.24,6.53,7.57
Denmark,6.34,8.1,7.85,7.59,8.26,7.4,6.23,6.0,6.94
Russian Federation,9.66,6.42,9.28,9.83,7.81,7.46,8.41,9.32,7.02
nld_curacao,6.53,6.75,7.73,9.09,8.29,5.66,5.08,5.52,9.02
Poland,7.47,6.7,9.45,9.13,6.98,7.32,8.6,8.33,6.91
Sri Lanka,6.96,7.4,7.84,8.33,8.72,8.45,8.69,7.48,7.11
Greenland,8.82,10.01,9.25,10.79,11.46,7.16,6.2,7.32,7.82
China,7.48,6.63,8.38,8.25,9.92,9.77,7.57,8.49,7.35
Kyrgyzstan,8.43,5.83,7.33,8.57,8.4,8.17,8.3,9.48,9.27
Namibia,6.51,7.39,7.05,6.59,8.3,8.55,8.43,8.61,9.33
Trinidad and Tobago,6.2,6.97,8.75,9.47,8.95,8.12,9.42,9.6,7.46
Eswatini,6.28,6.46,6.61,5.97,6.9,7.33,8.23,9.37,9.3
Belgium,6.55,6.62,7.8,8.28,8.14,7.1,6.53,6.43,6.52
Chad,7.2,6.86,6.56,6.8,7.04,7.35,7.11,6.9,7.18
Colombia,6.73,6.98,7.94,9.0,9.26,8.36,8.33,8.6,8.86
Ecuador,6.8,7.03,7.72,8.04,8.32,8.23,8.31,8.57,8.7
Niger,6.79,6.9,7.11,7.64,7.55,7.15,7.07,6.78,6.77
Guyana,5.93,5.79,7.15,8.61,9.0,8.44,7.73,7.26,8.67
Guinea-Bissau,6.35,4.69,6.22,5.92,5.77,7.11,8.28,8.42,8.0
Portugal,7.2,6.21,7.01,7.5,7.66,8.01,7.62,6.05,5.66
Luxembourg,7.4,7.26,8.07,8.54,8.82,7.53,6.83,7.17,7.52
Saudi Arabia,7.04,7.37,8.05,9.2,9.71,11.31,11.57,8.73,7.55
"Korea, Republic of",7.72,7.43,7.78,10.04,9.86,9.3,8.19,7.19,7.31
Myanmar,7.36,6.68,7.41,8.1,8.56,8.83,8.88,8.81,8.38
Slovakia,6.71,6.82,8.7,8.6,7.52,7.92,9.01,8.19,7.01
Kuwait,10.33,9.37,9.86,10.99,8.5,11.34,13.02,9.69,3.84
Malta,5.58,7.52,8.62,8.61,7.07,7.12,7.68,8.13,9.14
Bosnia and Herzegovina,8.68,6.55,8.46,9.31,8.12,7.66,8.44,7.65,6.61
