Country,1960-1967,1968-1974,1975-1981,1982-1988,1989-1995,1996-2002,2003-2009,2010-2016,2017-2023
Ethiopia,6087979322.0,8220370339.29,9949045970.25,11699360052.35,12753576896.66,16982187921.1,26694529201.91,54104080667.52,94820527640.73
Iraq,8815777881.38,13547472184.42,28700299968.44,37844983807.78,38925774186.56,80351631853.41,95753971659.72,153219447508.76,188435777005.49
Eswatini,,505068480.55,706557988.86,1068945815.24,1923393146.03,2426487616.71,3106276702.48,3855877373.36,4556762641.57
Bahrain,,4346032267.79,6816727054.35,7501616444.03,10691792701.92,14670377580.34,21289795693.95,28945857262.66,34667461667.54
Serbia,,,,,21207996311.05,24460549064.59,34266872120.41,39190198875.85,46602286872.51
Mozambique,,,2923121009.9,2414412730.57,3059749419.91,5038620651.25,8744438931.12,14139616287.16,18665201437.99
Bahamas,3166300591.07,4775778858.01,4887840928.06,7309572112.22,8275560447.43,9961921919.9,11372695370.43,11490131982.61,11565782113.48
Senegal,4111150559.7,4657880599.32,5656587721.84,6913525323.53,7970375679.95,9913580027.71,12865479520.17,16261144200.91,23310162331.64
Portugal,44691280943.08,72257978625.79,96149903512.44,115098456618.93,150172058736.16,184246042995.55,204295891940.19,200231785847.29,219262146667.74
Norway,80985075938.7,110461849159.51,150652321410.12,190722638361.95,227928378039.24,294786070063.04,344185258123.09,374412134811.56,416190678929.42
Cambodia,,,3384340965.24,3467625429.2,4855691720.32,5458977916.32,10058749869.26,15869183813.82,23518372600.99
Comoros,,,404192096.02,484154543.51,530686190.94,605766808.02,741032935.33,921596954.46,1102699548.43
Sudan,10058149604.98,11195289090.68,16292458796.07,18325290971.18,23290722482.02,35781783226.95,52605107351.6,52656472722.81,49425105509.28
Kazakhstan,,,,,75959309256.65,65911079475.54,117074201725.65,170969960066.88,211727215082.14
Guam,,,,,,4800664422.2,5184349720.53,5634671129.6,5688015195.63
Botswana,254512526.17,627340618.19,1518289458.94,3148001096.37,5773384805.53,8070164032.16,10605865733.01,13043727142.88,16260363760.17
Kuwait,,56895675913.63,45741334245.63,35943981745.6,42071906712.76,59653618264.74,92961558324.73,110397731950.24,114740071840.55
Aruba,,,,1226600237.66,1932161176.89,2603355703.27,3047788374.42,2927634212.12,3133236013.64
kos,,,,,,,4695975884.54,5787887547.97,7650389626.89
Armenia,,,,,3783840628.36,3886773073.99,7702070313.82,9743888206.02,12922404421.8
