Country,1966-1976,1977-1987,1988-1998,1999-2009,2010-2020
Egypt,7.68,6.68,13.8,17.39,31.28
Somalia,46.66,75.54,71.11,81.57,83.26
Sao Tome and Principe,,0.12,0.76,0.25,1.97
Azerbaijan,,,0.42,1.19,2.44
Kazakhstan,,,0.72,1.53,0.75
Vanuatu,,0.02,0.12,2.43,0.18
Montenegro,,,,0.44,1.42
Bermuda,0.5,1.04,0.07,4.46,1.39
Ecuador,0.9,0.02,0.22,0.42,1.15
Cameroon,1.32,0.42,1.21,1.28,0.8
Bulgaria,,10.37,6.85,3.04,4.56
Mozambique,1.09,4.02,0.35,0.21,1.6
Angola,0.93,0.99,0.0,0.61,1.91
United Arab Emirates,2.58,4.13,7.64,8.9,12.51
Netherlands,1.9,3.66,2.0,1.81,2.34
Libya,0.29,0.61,4.71,2.9,10.27
Israel,0.03,0.16,0.15,0.51,0.4
Viet Nam,0.81,1.48,1.03,1.87,3.01
United States,3.03,6.22,3.23,2.95,4.02
North Macedonia,,,1.02,0.45,0.37
Slovenia,,,1.2,1.5,2.4
Colombia,0.14,1.08,0.47,0.25,0.52
"Bolivia, Plurinational State of",0.0,0.05,0.1,0.09,2.37
Afghanistan,3.04,4.51,3.45,3.64,4.17
Norway,0.88,0.87,0.6,1.07,0.87
