Country,1970-1973,1974-1977,1978-1981,1982-1984,1985-1987,1988-1990,1991-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2008
Grenada,11.71,11.55,10.4,10.99,10.46,6.72,0.0,0.0,0.0,0.0,0.0,0.0
"Iran, Islamic Republic of",72.45,74.13,56.65,52.64,41.59,45.12,55.11,54.19,50.73,52.42,58.81,63.54
Greenland,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Algeria,77.78,81.65,80.5,76.73,80.42,73.05,58.84,59.96,62.98,65.06,67.06,66.1
Mexico,27.13,28.15,33.2,36.39,31.15,28.8,27.89,28.88,34.1,31.76,30.56,34.07
Egypt,31.25,33.76,33.96,35.33,38.16,35.32,26.84,26.51,26.27,25.86,25.72,25.91
Guatemala,15.42,18.83,17.17,14.7,15.03,19.84,28.96,31.52,36.04,38.16,38.87,37.32
Pakistan,9.96,10.78,12.58,14.41,15.58,14.82,11.09,11.32,11.62,12.24,12.61,12.18
French Polynesia,1.55,1.5,1.72,2.95,3.53,3.89,,,,,,
Turkmenistan,74.87,78.9,82.88,85.39,87.13,87.83,86.98,84.31,86.49,84.77,82.96,80.24
Congo,28.24,33.94,25.86,30.02,31.72,30.54,21.04,22.37,32.06,35.06,25.36,30.52
Romania,54.34,54.0,53.19,54.73,50.34,51.99,53.73,55.48,53.1,56.72,54.49,49.8
Italy,11.88,14.46,15.44,16.07,16.88,18.75,21.35,20.43,19.87,18.12,17.84,18.39
Malawi,26.28,26.53,23.05,24.83,26.09,48.81,80.49,75.8,76.38,76.9,78.48,75.92
Burkina Faso,21.84,23.52,21.88,20.73,19.6,16.18,9.72,9.44,7.53,6.67,6.59,7.28
Saint Vincent and the Grenadines,6.69,6.63,6.5,7.32,7.26,4.09,0.0,0.0,0.0,0.0,0.0,0.0
Dominica,5.51,4.93,4.42,4.18,3.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0
Austria,20.96,20.02,20.51,21.57,21.47,18.38,9.19,8.14,8.05,8.44,8.09,8.01
Iraq,72.91,79.69,76.46,64.63,73.32,53.98,9.57,6.47,9.66,11.5,10.21,9.55
Portugal,5.06,4.83,4.17,4.19,4.32,5.67,5.32,4.58,4.14,4.03,3.67,3.53
Australia,15.67,14.32,17.1,21.55,21.35,22.15,22.36,22.43,23.69,19.86,24.53,25.71
Sudan,11.92,12.18,11.46,10.86,12.15,12.23,10.87,9.55,6.98,6.25,8.34,10.3
Angola,33.43,36.33,32.2,35.32,38.78,37.35,27.37,31.39,34.05,36.35,38.32,45.89
Mauritius,5.03,5.08,5.28,4.79,4.91,4.05,1.1,1.03,0.82,0.68,0.66,0.62
Nauru,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
"Korea, Republic of",22.69,26.4,28.18,29.34,31.61,32.1,24.93,16.62,16.04,18.0,20.25,22.78
Oman,96.4,97.67,96.3,93.71,90.04,84.36,71.23,71.04,71.26,70.64,67.47,66.72
Russian Federation,59.78,61.74,64.29,66.07,66.51,70.59,72.67,70.96,73.72,76.44,79.98,81.32
Mauritania,4.95,6.37,6.34,6.98,7.49,5.97,3.89,5.11,3.96,3.2,3.29,5.85
