Country,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Uzbekistan,,,,,,12.62,
Greece,38.45,35.56,33.69,33.79,31.71,27.82,28.14
Romania,36.73,34.7,35.68,32.96,31.94,32.28,25.48
"Tanzania, United Republic of",83.93,64.7,81.81,,,35.38,
Puerto Rico,,,,15.66,,,
Qatar,,,95.3,92.92,92.2,91.68,88.96
Peru,76.95,76.42,75.14,74.24,74.56,69.59,69.87
France,34.93,34.56,32.54,30.52,29.78,28.05,28.36
Comoros,,,30.42,,,,36.98
Zambia,,,,72.26,50.36,60.43,59.01
Iceland,74.02,70.99,72.48,73.94,71.18,67.56,61.64
Togo,,85.54,,83.19,49.99,71.44,66.74
Belarus,,,,14.39,17.21,17.6,16.88
Guinea,,,,,,41.47,
Burundi,,,33.78,,,76.65,
Philippines,63.88,64.59,64.7,63.29,65.65,,56.77
Panama,57.39,55.11,56.34,55.61,55.8,55.57,53.82
