Country,1990-1993,1994-1997,1998-2001,2002-2005,2006-2009,2010-2013,2014-2017,2018-2020,2021-2023
South Africa,52004.53,52349.03,54100.14,60777.34,71287.57,77104.15,77598.43,77307.27,78160.43
Romania,9340.45,9603.07,9680.24,11903.14,15836.49,16874.61,19450.45,22926.76,24853.98
Marshall Islands,,3488.58,3655.71,3886.54,3972.36,4047.61,4868.48,5983.33,6026.71
Brunei Darussalam,50171.17,50487.91,48682.05,50016.46,49039.32,46559.28,45364.91,44078.5,41740.99
Poland,,22343.77,26610.52,29925.3,36081.14,40997.6,46286.34,53309.32,60553.39
Azerbaijan,906.06,655.97,806.42,1117.21,2186.17,2770.04,,,
Iraq,,,,,4140445.8,4606895.05,5020067.6,5009951.82,4513140.92
Turkmenistan,,,,3401.74,,,,,
Lebanon,5552050.69,7571222.88,7831233.29,7791905.76,9783804.89,11351482.2,10218362.29,9570766.56,7639619.96
Macao,,,,266147.57,367474.53,550876.01,598705.29,533521.16,345229.94
New Zealand,31752.93,34836.92,38108.17,43364.09,46119.11,49201.23,54286.18,57897.97,59767.58
Uruguay,255263.36,299198.02,326372.82,294006.75,362148.13,437872.82,480840.4,478910.05,478939.28
Togo,392282.51,407024.08,419271.58,409092.29,376649.68,420191.61,468694.26,496434.88,534975.88
Czechia,,270636.45,290114.42,332578.18,378935.18,373774.34,414775.55,455568.88,469409.91
Panama,,,,,,,,14391.87,15212.61
Gabon,2773855.1,2826314.34,2617978.81,2370179.61,2037126.66,2084752.55,2375585.87,2228735.75,1813149.39
Botswana,46592.31,48230.66,53473.08,54885.65,62277.37,63426.07,65816.52,67539.04,72511.48
Ireland,,23518.26,29991.26,34598.91,35619.61,32492.57,43269.5,51573.14,59155.8
North Macedonia,135317.45,121626.92,131134.01,142123.63,173622.94,194577.91,215836.76,232916.31,248098.49
Seychelles,121778.96,132485.78,148405.03,141850.01,158920.21,174078.71,203356.81,236683.44,216634.63
Indonesia,,,,,,29333607.28,34285621.76,38579535.96,41333245.39
El Salvador,2361.99,2700.64,2836.89,2923.23,3198.54,3344.6,3563.67,3697.93,4010.58
"Moldova, Republic of",,27941.11,26704.34,36197.97,43156.07,49170.11,57502.75,64907.2,69583.51
Ukraine,64611.93,37280.31,34765.11,47326.68,58854.83,60335.64,57682.86,61603.61,58149.08
Albania,,177978.99,230172.3,299029.85,379314.88,439379.02,484859.94,525867.18,570010.83
Kyrgyzstan,,,,,,78746.02,89926.48,92759.88,91291.57
