Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2015,2016-2017,2018-2019
Nicaragua,52.35,49.85,47.36,44.81,41.85,38.83,35.81,33.87,32.7,31.22,29.56
Croatia,33.21,33.34,33.5,33.71,33.88,34.06,34.25,34.32,34.34,34.45,34.58
United States,33.03,33.07,33.11,33.15,33.3,33.47,33.69,33.81,33.88,33.88,33.87
Brunei Darussalam,78.06,77.15,76.24,75.33,74.36,73.4,72.43,72.11,72.11,72.11,72.11
Saint Pierre and Miquelon,8.16,7.86,7.56,7.26,6.96,6.66,6.36,6.07,5.83,5.66,5.44
Botswana,32.97,32.34,31.72,31.09,30.47,29.84,29.21,28.59,28.06,27.64,27.23
"Micronesia, Federated States of",90.89,90.99,91.11,91.23,91.34,91.46,91.58,91.69,91.79,91.88,91.96
Burundi,10.44,9.48,8.52,7.66,7.55,7.55,7.55,8.89,10.56,10.89,10.89
Kenya,6.8,6.85,6.91,6.93,6.78,6.6,6.41,6.29,6.2,6.26,6.34
Finland,72.01,72.57,73.13,73.6,73.49,73.37,73.26,73.41,73.68,73.74,73.73
Armenia,11.74,11.73,11.71,11.68,11.66,11.64,11.62,11.6,11.58,11.57,11.54
Morocco,12.3,12.31,12.32,12.35,12.45,12.56,12.68,12.72,12.74,12.78,12.83
Mali,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9
Japan,68.41,68.35,68.31,68.26,68.32,68.4,68.47,68.47,68.44,68.41,68.41
Jamaica,48.13,48.12,48.11,48.22,49.14,50.18,51.22,52.27,53.14,53.86,54.58
Chad,5.31,5.22,5.14,5.04,4.85,4.65,4.46,4.19,3.94,3.74,3.56
Pitcairn,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47
Namibia,10.57,10.31,10.05,9.79,9.53,9.27,9.01,8.75,8.54,8.36,8.2
