Country,1970-1974,1975-1979,1980-1983,1984-1987,1988-1991,1992-1995,1996-1999,2000-2003,2004-2007,2008-2011,2012-2015
"Taiwan, Province of China",7.9,8.66,9.36,9.98,10.58,11.17,11.72,12.26,12.77,13.26,13.74
Cuba,6.46,7.15,7.8,8.38,8.97,9.54,10.1,10.65,11.21,11.76,12.29
Lebanon,5.1,5.67,6.21,6.72,7.24,7.78,8.33,8.89,9.46,10.02,10.58
Bangladesh,2.53,2.86,3.18,3.5,3.84,4.2,4.58,4.99,5.42,5.87,6.35
"Tanzania, United Republic of",3.57,4.0,4.42,4.81,5.21,5.62,6.02,6.42,6.84,7.3,7.78
Serbia,6.61,7.25,7.84,8.38,8.93,9.49,10.06,10.64,11.21,11.78,12.32
Yemen,2.37,2.74,3.12,3.52,3.96,4.49,5.12,5.76,6.38,6.99,7.58
Thailand,4.76,5.28,5.77,6.22,6.67,7.13,7.59,8.06,8.56,9.09,9.62
Cameroon,3.84,4.33,4.82,5.28,5.76,6.26,6.76,7.24,7.74,8.24,8.74
Switzerland,8.98,9.7,10.36,10.93,11.49,12.04,12.56,13.06,13.54,13.99,14.43
Marshall Islands,4.96,5.5,6.01,6.49,6.99,7.5,8.02,8.56,9.11,9.67,10.22
Myanmar,3.03,3.41,3.78,4.12,4.5,4.9,5.32,5.78,6.26,6.75,7.27
Sierra Leone,1.44,1.69,1.95,2.23,2.54,2.89,3.23,3.56,3.92,4.29,4.69
Philippines,6.19,6.79,7.32,7.76,8.2,8.6,8.99,9.38,9.8,10.25,10.73
Azerbaijan,7.73,8.41,9.01,9.54,10.06,10.54,10.99,11.44,11.9,12.37,12.84
Timor-Leste,3.25,3.67,4.07,4.46,4.88,5.32,5.82,6.34,6.88,7.44,7.99
Nigeria,3.88,4.37,4.84,5.3,5.78,6.3,6.82,7.34,7.87,8.41,8.94
Indonesia,4.6,5.13,5.65,6.14,6.64,7.18,7.72,8.26,8.81,9.36,9.92
Brunei Darussalam,8.93,9.63,10.26,10.81,11.36,11.91,12.44,12.96,13.46,13.95,14.41
Pakistan,2.66,3.06,3.46,3.88,4.33,4.85,5.36,5.85,6.34,6.85,7.36
Luxembourg,7.92,8.6,9.23,9.79,10.35,10.91,11.46,11.99,12.52,13.03,13.52
North Macedonia,6.96,7.59,8.16,8.68,9.18,9.68,10.14,10.62,11.12,11.62,12.14
Armenia,7.23,7.88,8.48,8.98,9.47,9.94,10.38,10.84,11.32,11.82,12.32
Fiji,6.69,7.23,7.72,8.13,8.53,8.9,9.35,9.86,10.38,10.91,11.44
