Country,1971-1978,1981-1988,1989-1994,1995-2001,2002-2007,2008-2012,2013-2017,2018-2022
Aruba,,,,78.1,81.14,83.79,85.58,
Uruguay,,78.9,97.0,97.0,,,,
Suriname,65.73,84.31,84.75,82.29,89.99,93.39,94.67,95.27
Mali,18.68,20.81,23.02,22.74,26.19,27.83,29.96,31.81
Côte d'Ivoire,12.15,17.43,19.11,19.87,23.35,24.44,27.25,33.06
Ukraine,,,97.84,98.1,98.68,98.8,96.63,98.01
Afghanistan,17.36,,48.4,9.72,27.69,30.29,33.58,36.1
Cabo Verde,,59.73,59.5,62.78,65.88,67.29,69.44,70.22
Iceland,52.64,,,,,80.92,81.78,82.63
Sierra Leone,24.65,23.53,29.42,38.37,,25.34,27.71,30.42
Brazil,,,,92.43,89.63,90.54,89.29,88.15
Nepal,8.21,9.99,14.91,23.86,29.04,39.63,41.97,47.06
Saint Kitts and Nevis,,72.73,75.28,83.73,85.96,88.05,90.59,91.66
Gabon,18.75,32.1,36.47,43.58,45.44,52.85,,56.85
Botswana,62.16,76.75,77.95,80.23,78.55,75.5,74.39,74.01
Cyprus,42.73,48.41,60.28,68.08,82.59,82.81,83.26,85.8
Costa Rica,72.43,78.78,79.73,79.87,79.47,80.13,79.26,78.89
Hungary,,,80.84,87.02,92.31,95.87,96.5,95.64
Slovakia,,,91.56,91.86,90.03,89.3,89.83,90.15
"Venezuela, Bolivarian Republic of",85.61,83.31,,,,,,
Slovenia,,,92.63,93.75,97.08,97.4,97.13,
Myanmar,43.08,58.38,62.81,72.11,79.88,83.95,82.98,80.26
French Polynesia,72.88,67.14,70.76,67.36,,,,
Bhutan,17.2,,33.02,33.55,38.18,35.68,40.23,41.83
Equatorial Guinea,26.19,,27.01,25.24,30.26,38.59,45.49,47.08
