Country,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2019,2020-2020,2021-2021,2022-2022
French Polynesia,,,,,,,,,
South Africa,55.67,58.89,50.49,49.53,50.23,54.32,47.92,72.88,42.17
Afghanistan,,,3.02,3.35,4.24,,5.58,5.2,5.71
Turkmenistan,,,,24.78,,,,,
Jordan,40.08,,,,46.44,39.74,49.86,40.57,
Bahamas,82.46,,,,,,,,
"Palestine, State of",31.78,34.45,36.67,38.91,42.09,48.98,47.09,48.21,49.32
Uganda,8.02,6.35,,8.9,20.99,,,32.35,
Niger,,1.67,1.11,,1.07,1.7,,,
Australia,69.42,73.82,70.55,73.98,76.21,77.8,79.14,79.78,80.71
United Kingdom,83.6,85.48,72.66,76.0,77.33,79.06,80.07,81.14,
Mali,,5.54,,4.8,3.6,4.24,3.2,,
Ghana,14.68,,13.14,16.45,11.27,,,,
Senegal,,3.26,5.19,4.24,4.79,4.69,,,
Bahrain,45.21,,,48.47,56.64,,67.19,,72.72
Mongolia,71.14,,76.64,79.47,63.75,82.53,50.5,82.87,81.56
Belize,37.27,,,32.77,,39.01,45.83,,
Japan,79.08,,,,,,84.35,,
Congo,16.16,,,13.66,,,,,
Timor-Leste,16.98,,,22.04,,,,38.42,
Chad,1.84,,,,3.26,1.84,,,
American Samoa,,,,,,,,,
Greece,51.42,,55.11,54.66,58.8,60.86,62.29,64.74,66.67
Qatar,58.61,55.23,56.57,56.23,60.38,61.32,68.85,72.88,75.24
Sao Tome and Principe,,31.77,,,,,,,
Guatemala,,15.59,17.52,13.6,,22.43,,,
Greenland,38.36,41.47,43.11,42.12,46.35,45.81,,,
Slovakia,78.85,80.46,81.18,83.0,83.81,84.35,86.04,86.96,87.23
Puerto Rico,,71.89,,,81.86,,,,
Kenya,19.96,,,,,27.07,24.0,38.71,32.57
