Country,2000-2001,2002-2003,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2020,2021-2021
"Congo, The Democratic Republic of the",18.28,16.36,18.01,21.6,39.67,44.91,38.89,39.73,42.85,37.02,37.48,37.51
Tuvalu,2.27,6.59,2.89,10.34,7.96,12.09,18.03,18.98,17.09,17.84,16.62,46.52
Poland,,0.02,0.0,,,,0.14,0.04,0.03,0.06,0.06,0.06
Malta,,,,,,,,,,0.02,0.0,0.0
Cabo Verde,2.7,2.24,4.67,7.15,4.66,5.38,14.14,9.61,6.55,8.14,11.76,11.42
Peru,0.39,1.46,2.05,1.4,1.3,1.08,0.56,0.26,0.23,0.2,0.22,0.24
Bangladesh,8.82,9.83,9.73,8.1,8.87,8.79,9.07,8.06,6.11,5.7,5.41,7.64
Bulgaria,,,,,,,,,,,2.03,0.57
Benin,6.28,12.09,14.43,16.53,24.26,30.93,26.81,22.45,26.22,30.91,30.06,32.07
Slovenia,,,,,,,,,,,0.22,0.22
Saint Kitts and Nevis,0.0,0.0,0.53,0.11,2.86,1.61,0.12,0.0,0.0,0.0,0.0,0.0
Comoros,6.88,8.99,10.77,5.19,4.37,11.25,15.54,15.97,16.23,15.35,12.06,25.64
Lao People's Democratic Republic,15.17,14.77,21.29,25.7,20.78,22.16,23.01,16.88,17.4,16.83,17.66,38.01
Brazil,0.3,0.26,0.3,0.09,0.1,0.29,0.1,0.11,0.07,0.12,0.14,0.13
Bhutan,13.47,10.18,18.19,25.02,12.06,10.39,9.2,6.86,7.96,6.51,5.14,22.05
Lesotho,5.32,8.27,14.41,12.64,23.46,24.25,28.34,25.42,24.99,36.75,36.9,44.38
Sudan,,1.48,2.04,3.61,3.07,5.47,4.65,2.86,3.67,6.47,6.9,10.41
South Sudan,,,,,,,,,68.12,47.98,44.32,49.84
Kiribati,1.5,1.54,0.86,15.94,28.28,3.52,10.68,12.34,11.05,11.21,27.67,22.06
Algeria,0.05,0.05,0.06,0.06,0.04,0.02,0.03,0.03,0.02,0.04,0.04,0.63
Fiji,8.71,7.93,11.17,4.1,6.62,5.6,5.86,3.31,2.71,7.75,5.63,9.73
Iraq,,0.17,2.73,6.46,1.1,0.58,0.34,0.53,0.32,0.51,0.3,0.75
