Country,1971-1976,1977-1982,1983-1988,1989-1994,1995-2000,2001-2005,2006-2010
Serbia,,,,33.29,36.11,33.86,30.96
Bosnia and Herzegovina,,,,17.21,33.04,23.37,22.9
Cyprus,12.15,10.74,11.06,11.35,11.33,14.12,17.55
El Salvador,67.79,65.24,61.01,48.04,44.68,43.62,33.75
Switzerland,7.82,28.23,30.37,29.47,30.55,29.6,29.4
United Kingdom,24.38,26.46,27.94,27.86,28.28,29.71,30.18
Gibraltar,9.58,10.84,8.25,3.58,0.0,0.0,0.0
China,54.75,49.02,46.23,42.03,36.64,32.85,25.28
Kenya,75.22,75.46,76.99,78.63,81.77,82.86,79.23
Nicaragua,49.16,49.51,53.55,60.59,57.65,58.83,50.46
Costa Rica,47.59,41.52,45.91,30.11,16.27,16.89,19.09
Zimbabwe,58.53,58.93,60.2,60.31,61.78,69.91,73.09
Albania,26.14,19.47,18.03,35.57,41.81,26.43,24.45
Cameroon,73.26,70.3,67.59,69.97,71.56,71.31,72.38
Qatar,0.95,1.44,3.35,8.35,8.34,4.36,4.17
Chile,32.1,31.29,30.46,27.71,25.08,23.56,22.16
Nepal,97.82,96.85,95.37,94.45,91.45,90.35,89.38
Tunisia,34.13,29.94,29.96,28.73,29.31,28.24,27.56
"Korea, Republic of",35.11,31.03,30.7,14.97,10.05,12.78,12.75
Malaysia,20.28,21.15,18.06,13.5,11.15,10.01,9.81
Dominican Republic,30.78,31.57,35.85,44.49,41.06,36.87,36.52
Greece,23.2,20.09,19.48,21.02,23.47,25.86,24.46
Ireland,35.9,30.66,30.51,27.64,24.46,23.76,25.4
Philippines,47.59,48.34,51.7,45.42,34.99,31.49,27.64
kos,,,,,36.0,34.9,36.69
Montenegro,,,,,,24.97,26.87
Togo,75.21,72.34,73.91,73.24,68.83,71.58,70.86
Trinidad and Tobago,8.09,6.73,5.07,3.68,2.78,3.16,2.68
