Country,1990-1994,1995-1999,2000-2004,2005-2009,2010-2014,2015-2018,2019-2022
Switzerland,,,,,,0.06,0.05
"Palestine, State of",,,,0.9,1.19,1.69,1.79
Japan,4.58,,,,,,
United Kingdom,6.41,5.37,5.53,6.02,5.64,5.89,4.95
Lithuania,1.26,0.6,0.32,0.27,0.24,0.12,0.08
New Zealand,,,0.0,0.11,0.0,0.0,0.0
Namibia,0.75,0.76,,,,0.81,0.56
Bosnia and Herzegovina,,,,3.35,0.34,0.37,0.37
Italy,,4.85,5.12,4.86,5.14,4.96,4.62
"Micronesia, Federated States of",,,,0.23,0.19,0.19,0.19
Belize,2.83,2.66,0.85,0.83,0.69,0.59,
Fiji,1.53,0.53,0.04,0.12,,,
Uzbekistan,,,,,0.0,0.0,0.0
Burkina Faso,,,2.33,2.05,1.68,2.4,1.71
Sweden,6.26,27.91,31.42,29.26,29.35,29.7,29.12
Senegal,,,,,,3.22,2.29
Kazakhstan,,4.07,1.55,,1.44,0.0,0.01
Romania,4.99,0.64,0.27,0.03,0.17,0.25,0.0
Marshall Islands,,,,0.8,0.99,1.0,0.89
Gabon,,,,,3.59,6.65,4.75
Ukraine,,3.01,0.45,0.0,0.0,-0.16,0.0
Colombia,,16.85,6.34,5.68,7.98,3.9,1.91
Mozambique,,,,,1.78,4.9,5.59
Central African Republic,,,2.14,,,,0.45
Uganda,,,,,,0.51,0.49
Malta,0.89,0.43,0.44,0.79,0.5,0.42,0.54
Lebanon,,4.66,9.89,10.31,12.56,14.22,17.14
