Country,1981-1988,1989-1995,1996-2002,2003-2009,2010-2016,2017-2023
Sierra Leone,,69681598.49,53112472.37,57516876.73,74256380.75,85792317.66
Guinea,,,,844066824.55,938356171.68,1351332062.45
Denmark,26641180328.36,28299541477.43,33728690402.76,34445451878.43,36587277104.73,51048067979.79
Turks and Caicos Islands,,,,,6384343.17,
Greece,,20003200426.17,21984561096.66,26141957727.93,17194927247.88,19033901751.59
Kyrgyzstan,,1138090473.89,789295878.35,848258219.39,934147304.4,1213938051.48
Zambia,467364106.22,629759998.73,710799866.91,1012962062.19,1420336788.24,1937252725.49
Libya,,,,3168629691.65,2007821145.13,1798947458.15
Cameroon,1925293056.02,1876146147.59,1979716733.27,3127175139.59,4255084593.96,5425207298.38
gbm,,,,,202169094.28,167589659.64
Viet Nam,6589221660.31,7618787732.74,15811632238.78,33457554484.12,43712029037.25,79889985658.95
Lao People's Democratic Republic,,,352801411.09,608223719.54,1040783948.07,1549033292.36
nld_curacao,,,,,262980279.33,
Brunei Darussalam,,1509493947.44,1877949883.24,2063954391.34,1927981004.51,2291971748.0
Guatemala,4268727055.35,4851006686.58,5816911031.27,6934242871.39,8334861814.85,10396185699.89
Malta,,,786214876.42,775182198.51,840249192.09,975836261.73
Singapore,9079564671.87,16892498006.24,25625256201.44,38124602871.53,56249382388.93,74054630329.57
Bahrain,,,,3970593459.33,5023726337.3,5819457236.74
"Bolivia, Plurinational State of",1161891353.51,1370268332.74,1764471465.5,2265100124.46,3088672413.21,3843336696.27
Egypt,,,34354878558.14,40475587811.09,51980570510.33,60067973676.92
Senegal,,,2152148343.03,2414866392.47,2861742419.68,3683071236.15
Niger,,361806094.18,399783713.01,433450801.34,638650573.26,944555272.19
Aruba,,,,,106228491.62,
Nicaragua,841264704.44,639943396.94,835610090.93,1131221403.29,1616359981.03,2054425724.26
Papua New Guinea,,,,378096623.32,425825363.46,393631741.97
Afghanistan,,,1472778975.5,1707537568.59,2140280986.82,3022851761.07
Croatia,,5075075751.1,5771664118.25,7165023571.32,6380117049.07,7345783591.42
Greenland,,,,80064446.92,86741896.09,55375939.18
