Country,1977-1981,1982-1986,1987-1991,1992-1996,1997-2001,2002-2006,2007-2010,2011-2014,2015-2018,2019-2022
Kyrgyzstan,,,,0.62,2.05,1.66,1.91,0.49,1.85,2.18
Mongolia,,2.73,4.03,5.55,1.89,1.67,1.17,1.31,1.63,0.92
Rwanda,,,,,,,7.03,4.03,2.05,3.64
Saudi Arabia,,,,,,,10.45,4.04,3.72,8.16
Gambia,0.54,0.74,0.18,0.15,0.12,0.52,0.29,0.8,0.21,0.22
Ireland,,,,,,27.88,23.7,20.65,16.17,11.75
Malaysia,0.52,0.06,0.08,0.07,2.42,1.9,1.55,1.98,2.21,4.0
"Korea, Republic of",2.72,-0.28,0.2,0.63,0.82,1.67,2.95,2.2,3.1,4.1
Thailand,0.85,0.47,0.16,0.56,0.5,0.64,0.84,1.65,1.18,2.55
Tonga,0.99,1.35,0.23,0.27,,2.01,5.09,0.46,0.05,
Côte d'Ivoire,,,,,,11.03,10.6,6.51,1.23,1.85
Senegal,2.33,0.57,0.61,0.62,2.19,2.0,1.7,2.12,2.54,3.97
Suriname,,,,,,0.37,0.63,6.11,5.37,3.5
kos,,,,,,5.46,4.37,2.58,1.84,2.37
Uzbekistan,,,,,,0.84,1.75,2.37,1.63,2.13
Belize,,,,1.29,0.96,0.23,1.18,1.06,0.83,1.0
Singapore,0.98,1.12,1.12,7.02,12.66,11.83,14.9,15.25,17.71,18.07
Kiribati,0.79,0.95,1.75,1.27,,38.94,33.85,18.67,12.42,26.22
Iraq,,,,,,0.6,0.93,1.28,0.91,0.5
Lao People's Democratic Republic,,,1.23,-0.91,0.29,1.49,2.5,3.29,1.02,4.1
Australia,,,6.4,8.14,6.08,5.18,4.48,5.62,5.86,7.34
Indonesia,,,,,,1.6,2.41,1.41,2.21,5.17
Serbia,,,,,,,1.64,1.56,1.16,1.21
Bhutan,,,,,,12.41,3.16,2.66,3.07,35.99
New Caledonia,,,,,,0.6,1.88,1.96,0.54,
Colombia,7.05,13.1,13.14,7.79,4.55,1.87,1.39,1.16,0.9,1.3
Kuwait,,,,5.49,6.29,5.15,3.25,7.52,18.23,18.9
