Country,1980-1982,1983-1985,1986-1988,1989-1991,1992-1994,1995-1997,1998-2000,2001-2002,2003-2004,2005-2006,2007-2008
Belize,5.01,4.97,4.91,4.86,4.82,4.8,4.77,4.76,4.75,4.73,4.72
Papua New Guinea,4.54,4.53,4.53,4.54,4.58,4.63,4.67,4.7,4.72,4.74,4.76
United States,5.71,5.66,5.6,5.54,5.48,5.42,5.36,5.3,5.25,5.21,5.16
Belarus,5.51,5.48,5.44,5.41,5.36,5.28,5.22,5.16,5.12,5.1,5.08
Cook Islands,4.99,5.02,5.05,5.06,5.08,5.09,5.12,5.16,5.2,5.24,5.27
"Micronesia, Federated States of",4.77,4.77,4.77,4.79,4.83,4.87,4.91,4.94,4.95,4.96,4.96
"Bolivia, Plurinational State of",4.93,4.89,4.84,4.8,4.77,4.76,4.76,4.75,4.74,4.73,4.72
Burundi,4.36,4.34,4.32,4.3,4.28,4.24,4.2,4.18,4.16,4.14,4.13
"Virgin Islands, British",4.99,4.97,4.93,4.93,4.98,5.07,5.14,5.17,5.17,5.16,5.16
Gabon,5.24,5.21,5.17,5.11,5.06,5.02,4.99,4.95,4.92,4.91,4.9
Puerto Rico,5.15,5.11,5.08,5.06,5.05,5.04,5.03,5.02,5.0,4.98,4.95
Ecuador,4.99,4.97,4.93,4.9,4.88,4.87,4.86,4.84,4.83,4.82,4.82
Angola,4.77,4.72,4.68,4.65,4.6,4.54,4.51,4.5,4.5,4.5,4.52
Latvia,5.63,5.6,5.56,5.54,5.47,5.37,5.28,5.23,5.2,5.19,5.19
Thailand,4.73,4.75,4.78,4.83,4.89,4.96,5.0,5.03,5.06,5.08,5.11
Bahrain,5.31,5.29,5.26,5.25,5.24,5.24,5.22,5.21,5.19,5.18,5.16
Maldives,4.56,4.58,4.62,4.65,4.68,4.71,4.75,4.8,4.84,4.87,4.9
Dominica,4.94,4.91,4.88,4.86,4.86,4.86,4.86,4.87,4.86,4.87,4.87
