Country,1990-1993,1994-1997,1998-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2022
Bulgaria,16.51,35.48,11.57,6.05,4.2,2.26,2.32,2.47,1.98,1.17
Armenia,,,,3.04,2.09,2.49,4.39,6.24,10.41,10.47
Mali,,,6.61,5.2,3.44,2.67,4.02,4.77,7.28,8.48
Belgium,,16.97,14.54,11.62,9.13,7.79,6.86,6.2,4.78,3.49
Malawi,,,,,,10.03,9.3,17.0,19.17,21.55
Netherlands,8.97,9.44,8.09,5.66,4.75,4.33,3.77,3.14,2.28,1.42
Serbia,,,,,1.96,2.04,4.45,7.06,5.95,4.2
Saint Lucia,,,8.86,11.47,15.9,12.97,14.75,16.54,16.07,
South Africa,15.11,18.01,18.39,12.9,9.79,7.56,8.45,9.5,10.72,12.83
"Congo, The Democratic Republic of the",7.65,5.41,4.56,4.59,9.38,3.28,2.15,1.22,1.24,0.67
Niger,,,,,,,,,,
Colombia,,,16.7,17.27,,12.28,9.26,8.98,10.28,11.0
Uruguay,6.91,5.39,6.71,16.58,15.28,9.56,7.85,7.11,7.8,7.82
Denmark,14.55,13.02,10.03,7.24,4.82,3.86,3.95,3.44,1.97,1.52
Azerbaijan,,1.37,2.09,,,0.61,1.26,1.98,3.4,2.43
Seychelles,17.63,20.23,19.16,,19.09,20.19,11.42,10.26,7.38,6.61
Guinea-Bissau,,,,,,,,,5.96,
Madagascar,,,,19.09,18.26,8.15,6.04,6.66,7.09,5.92
Zambia,,,14.13,22.62,11.94,10.02,7.94,17.72,32.85,29.52
Cyprus,15.89,9.74,9.25,8.28,7.81,5.68,6.78,7.25,6.32,4.37
Burundi,8.01,8.58,10.28,,,5.24,5.32,4.9,6.81,3.36
