Country,1991-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2017,2018-2020,2021-2022
Philippines,48.92,48.72,48.55,48.46,48.29,48.7,49.75,50.25,48.96,46.68,47.28
Ethiopia,67.78,68.58,71.04,73.4,75.65,76.38,76.39,76.46,76.7,76.69,77.04
Latvia,62.75,63.85,63.68,63.65,65.2,68.88,71.13,72.22,74.15,76.07,74.73
Sweden,79.54,77.01,75.81,75.84,75.8,76.68,76.65,78.63,80.25,80.83,80.99
Mauritania,26.43,27.37,28.35,28.92,28.71,28.5,28.34,28.05,27.36,27.09,27.04
Iraq,9.14,9.24,9.6,10.58,11.67,12.72,12.68,13.47,14.06,11.76,11.61
Bangladesh,26.67,27.39,28.19,28.99,29.67,30.51,31.95,33.37,35.9,38.93,39.93
Argentina,54.41,56.57,58.47,56.24,56.58,56.42,55.79,55.65,55.47,56.75,59.06
"Korea, Republic of",49.49,51.01,50.98,52.98,54.09,55.07,54.71,56.11,58.6,59.58,61.02
Saint Lucia,53.6,55.44,57.42,59.46,61.96,64.64,67.38,70.64,71.23,70.63,70.91
New Zealand,64.09,66.51,67.64,68.77,70.24,72.06,72.5,73.46,75.61,77.05,78.59
Panama,41.66,44.87,45.67,48.23,50.2,49.82,50.61,52.67,54.85,56.9,54.76
Hungary,56.53,50.87,50.41,52.22,54.03,55.07,55.97,58.98,63.19,65.08,71.65
Mozambique,87.42,87.65,87.23,85.87,84.44,82.93,81.35,79.68,78.58,78.5,78.41
Fiji,40.43,40.27,39.47,38.36,36.99,39.68,45.18,44.81,41.04,40.27,40.3
Jamaica,68.75,67.04,64.75,61.77,60.26,59.49,56.4,57.65,62.51,63.08,64.5
Burundi,90.54,88.57,86.09,83.44,80.34,78.49,80.24,81.4,81.5,80.28,79.6
Luxembourg,46.42,46.13,48.92,52.71,56.07,58.92,61.36,64.36,66.53,68.96,71.37
Italy,43.23,42.87,44.95,47.57,50.46,51.4,51.54,54.23,55.5,56.17,56.22
Japan,58.36,58.8,59.95,60.17,60.72,62.31,63.44,65.28,68.65,72.81,74.46
Uruguay,52.28,55.45,58.98,61.15,60.9,65.0,67.9,69.01,69.13,68.74,69.88
Cameroon,78.78,78.75,78.82,78.91,78.98,78.22,71.96,68.62,67.75,67.65,67.58
