Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2015,2016-2017,2018-2019
Greece,5502.8,5860.28,6075.95,6344.09,6432.18,6555.49,6581.83,6716.04,6675.93,6671.8,6746.03
Mongolia,336.32,352.32,359.86,346.94,330.12,315.07,333.42,372.17,402.14,454.84,509.44
Uruguay,1479.74,1467.42,1399.31,1336.95,1305.48,1284.52,1279.5,1295.07,1255.18,1243.71,1280.82
Barbados,21.17,22.59,23.04,20.38,22.49,23.73,22.7,23.08,24.66,26.04,29.42
Tajikistan,412.67,343.34,285.77,260.79,280.32,322.6,348.57,361.13,364.97,378.6,400.82
Indonesia,12683.08,14285.14,15952.16,17587.93,19238.6,21448.62,23976.35,26681.02,28780.82,30894.12,33195.67
Burundi,161.01,165.08,162.53,155.76,156.33,166.21,177.33,197.48,213.54,226.33,246.48
Georgia,1526.16,1201.85,1014.43,1008.53,1128.73,1205.52,1338.16,1449.76,1449.93,1505.48,1499.28
Yemen,419.31,458.33,500.64,553.85,623.91,696.32,772.14,853.7,924.64,980.0,1035.67
Ethiopia,1178.76,1207.07,1222.49,1236.41,1254.26,1291.21,1357.39,1448.45,1546.88,1646.64,1782.92
Jamaica,207.83,244.59,303.78,365.94,335.36,339.92,464.6,398.6,411.04,427.82,439.68
United States,99904.67,102594.95,101128.95,100896.09,99402.01,98441.47,99792.82,100534.25,101110.17,103656.04,111988.32
Papua New Guinea,290.36,315.16,347.82,385.6,426.7,475.39,532.86,602.9,665.79,722.8,794.28
Switzerland,2888.82,2594.79,2408.21,2371.83,2364.8,2364.79,2362.64,2365.44,2350.42,2305.32,2351.22
Netherlands,8011.67,7955.98,7703.25,7198.64,6411.57,6915.96,7411.76,7507.67,7447.72,7622.8,7918.64
Hungary,5603.39,6003.59,5943.91,6179.16,6301.12,6394.42,6210.34,5828.61,5701.41,5680.05,5630.62
