Country,2000-2002,2003-2005,2006-2008,2009-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2021
Austria,2350.0,3465.33,4473.33,4966.0,5100.5,5003.5,4824.5,5300.0,6036.0
Samoa,62.22,101.56,144.76,188.32,220.3,242.02,227.05,219.22,258.36
Equatorial Guinea,40.75,104.87,181.97,254.65,286.88,261.94,230.4,240.27,251.17
Lithuania,230.0,381.67,725.67,865.0,928.0,970.5,1036.0,1309.5,1689.5
El Salvador,161.01,193.21,240.32,272.47,310.28,321.15,336.51,361.04,398.35
Brunei Darussalam,481.17,598.33,707.98,792.57,850.69,758.99,660.95,714.23,671.94
Sierra Leone,19.63,23.62,32.17,40.81,65.98,126.23,63.46,44.67,44.59
Djibouti,36.48,44.23,55.38,58.88,63.54,73.55,67.68,63.39,75.25
Solomon Islands,62.07,69.43,83.43,86.8,101.44,102.09,95.73,98.1,106.48
Tajikistan,7.33,14.33,30.0,43.33,62.5,69.0,57.0,61.0,71.5
Syrian Arab Republic,58.94,61.4,73.31,83.82,63.14,,,,
Latvia,208.0,371.67,747.0,733.0,776.5,816.5,904.0,1142.0,1605.5
Mali,14.76,22.08,30.73,33.44,29.58,33.21,28.77,32.07,34.49
Zimbabwe,,,,92.87,94.7,109.77,99.22,84.72,56.71
Colombia,134.69,165.92,309.14,445.63,563.05,527.74,471.17,508.94,509.89
Argentina,532.99,320.67,588.61,988.16,1388.6,1402.83,1376.57,1116.17,969.93
Yemen,25.29,37.13,56.72,62.77,72.21,69.36,,,
Malta,721.33,1226.0,1607.0,1790.33,2010.0,2349.5,2436.5,2849.0,3388.5
Croatia,381.67,624.67,1038.67,1148.67,960.0,852.5,872.0,1032.5,1239.5
Barbados,645.23,900.44,1068.85,1149.31,1274.01,1168.73,1185.67,1173.02,1319.51
Kiribati,81.33,122.0,155.33,148.67,151.0,137.0,168.5,192.5,250.5
Eswatini,76.38,176.07,253.5,332.79,325.2,268.86,247.44,270.7,251.22
Bahamas,983.16,1087.2,1329.3,1412.28,1512.34,1574.87,1887.27,1898.83,1893.28
Israel,1449.67,1448.33,1820.0,2240.67,2545.5,2738.5,2947.5,3287.0,3988.0
Ethiopia,5.35,6.04,11.18,15.54,19.91,22.72,24.59,25.04,27.59
Gabon,125.54,179.92,246.11,251.25,244.55,211.42,201.44,209.76,230.95
South Sudan,,,,,,,27.01,32.61,40.18
Poland,279.0,399.0,692.67,811.67,846.5,857.5,863.0,996.5,1092.5
Saint Kitts and Nevis,448.42,507.53,754.46,876.52,896.0,987.07,1156.1,1153.76,1082.51
Hungary,382.0,792.0,1004.33,996.67,976.0,938.5,949.5,1067.0,1277.5
