Country,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2021,2022-2023
Peru,-272775295.02,-1590651676.56,376639384.22,-717171883.21,-1263118008.31,-297828821.04,-1922887615.74,-436004012.43,-2574948916.44,-16819045778.07,3759315274.68
Dominican Republic,-239050000.0,12033333.33,-143800000.0,-164623333.33,-655633333.33,-25700000.0,-695500000.0,-2223133333.33,-2210133333.33,-3840550000.0,-2835250000.0
Sao Tome and Principe,,,,,,1500000.0,-2153822.46,4692871.82,344349.03,-1513010.03,8136927.23
"Bolivia, Plurinational State of",,42466666.67,9636666.67,40963333.33,52746871.39,90528431.83,211012766.41,755733659.86,-772293721.7,-296046013.02,-201453874.03
Argentina,-15392423209.77,-9802130850.87,6290612157.24,7271340000.0,-4773633228.75,2256512861.17,-141967250.33,-11117700758.76,-11912361030.76,3255448996.51,5515027964.75
Kazakhstan,-7200000.0,-229533333.33,472665307.92,1180208108.02,4345720952.39,-728604398.89,12096561468.76,-1367879819.17,872533886.72,-5660753489.39,9294844630.27
Madagascar,,,,,695806.15,2084593.91,1191765.14,8525026.04,-86026.15,-1239385.43,-304576.51
kos,,,,39913584.6,51348983.0,70102781.17,166180308.12,142448628.35,-44397969.08,127110249.77,301510276.63
Tajikistan,,,,-2385233.33,43073.84,-3015008.71,523667.89,-635662.62,-142224040.66,-297962.28,1501846.35
Timor-Leste,,,,,824378500.0,1607076333.33,2411127601.0,176632732.33,-336944788.42,60884312.15,-33517903.06
Dominica,3977777.78,-358024.69,-10780331.96,2349957.29,8908622.87,77975.31,-61849.78,3748570.89,7968180.26,4105615.29,-7646203.17
Singapore,9223945156.07,11278883643.08,20125227333.79,17204983385.06,21520418803.19,15350244614.88,50976959357.53,40891612089.86,60108578037.47,67106374696.02,78070525506.17
Panama,39266666.67,-1144400000.0,72000000.0,-93200000.0,713400000.0,-169933333.33,-540800000.0,-475667866.16,-1782944182.55,622741245.46,-2197532163.77
Malawi,,,,-4493.19,2762004.69,276681.07,-5012897.09,-6529254.23,-283325317.72,-26308165.15,95159540.61
Türkiye,-1770666666.67,1502333333.33,21333333.33,-3298333333.33,-7235000000.0,-3765333333.33,-28613000000.0,-4748000000.0,-6920333333.33,4402500000.0,2665000000.0
Belize,-5527833.33,-10930000.0,-44082214.15,-93301465.86,-24994824.62,5767146.5,10847049.98,547.96,-1832719.02,279200594.47,609.34
