Country,1960-1965,1966-1971,1972-1977,1978-1983,1984-1988,1989-1993,1994-1998,1999-2003,2004-2008,2009-2013,2014-2018,2019-2023
Luxembourg,50.0,49.84,38.86,37.33,47.19,34.74,33.19,1.02,0.76,0.74,0.86,0.9
Malta,0.36,0.4,0.39,0.39,0.4,0.34,0.37,0.42,0.4,0.74,0.86,0.9
Monaco,,,,,,,,1.03,0.76,0.74,0.86,0.9
Tonga,0.89,0.89,0.78,0.94,1.36,1.31,1.32,1.96,1.97,1.83,2.12,2.31
"Micronesia, Federated States of",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sri Lanka,4.76,5.57,7.22,18.55,28.37,41.93,55.88,85.84,104.91,119.05,145.38,187.7
"Moldova, Republic of",,,,,,,4.77,12.67,12.12,11.98,17.62,17.93
Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.18,1344612390.42,,,1006.0
Mali,245.1,258.49,235.76,271.84,366.18,284.25,547.91,666.34,500.33,488.16,562.74,589.27
"Venezuela, Bolivarian Republic of",0.0,0.0,0.0,0.0,0.01,0.06,0.36,0.96,2.08,3.87,7.95,
South Africa,0.71,0.71,0.77,0.93,2.06,2.82,4.32,7.95,6.98,8.18,12.98,16.1
Morocco,5.06,5.06,4.34,5.05,8.91,8.65,9.12,10.47,8.49,8.32,9.41,9.68
Trinidad and Tobago,1.71,1.9,2.16,2.4,3.18,4.47,6.09,6.28,6.31,6.4,6.6,6.75
Kiribati,0.89,0.89,0.79,0.94,1.36,1.33,1.39,1.72,1.28,1.07,1.29,1.43
Turkmenistan,,,,,,,2484.27,5200.0,,,,
Dominican Republic,1.0,1.0,1.0,1.0,3.39,10.49,13.42,19.13,34.64,38.4,46.34,55.27
Kuwait,0.36,0.36,0.3,0.28,0.29,0.29,0.3,0.3,0.29,0.28,0.3,0.3
Botswana,0.72,0.72,0.77,0.9,1.72,2.09,3.33,5.37,5.72,7.37,10.11,11.85
American Samoa,,,,,,,,1.0,1.0,1.0,1.0,1.0
Austria,26.0,25.83,18.88,15.3,16.19,11.78,11.33,1.02,0.76,0.74,0.86,0.9
Netherlands,3.66,3.6,2.72,2.36,2.6,1.89,1.81,1.02,0.76,0.74,0.86,0.9
Guatemala,1.0,1.0,1.0,1.0,1.8,4.63,6.01,7.75,7.68,7.94,7.57,7.75
Croatia,,,,,,1.92,5.84,7.66,5.62,5.54,6.46,6.69
"Tanzania, United Republic of",7.14,7.14,7.56,8.81,45.8,252.11,588.23,885.32,1182.3,1488.52,2062.87,2293.37
Togo,245.1,258.49,235.76,271.84,366.18,284.25,547.91,666.34,500.33,488.16,562.74,589.27
Eswatini,0.71,0.71,0.77,0.93,2.06,2.82,4.32,7.95,6.98,8.18,12.98,16.1
Sudan,0.0,0.0,0.0,0.0,0.0,0.05,1.14,2.59,2.26,3.12,9.8,254.33
Ukraine,,,,,,0.05,1.59,5.12,5.16,7.94,22.62,29.8
China,2.46,2.46,1.98,1.72,3.23,5.03,8.37,8.28,7.8,6.51,6.48,6.82
