Country,1978-1981,1982-1984,1985-1987,1988-1990,1991-1993,1994-1996,1997-1999,2000-2002,2003-2005,2007-2009,2010-2012,2013-2014
Poland,1.76,2.33,1.98,2.97,3.19,3.24,2.24,1.98,1.42,1.2,0.9,0.92
New Zealand,1.13,0.96,1.3,1.41,0.81,0.98,1.0,1.22,0.53,0.68,0.78,0.63
El Salvador,,45.38,,,51.68,,,,,,,
Azerbaijan,3.98,4.06,3.45,5.38,18.07,11.04,4.75,4.22,,0.44,,
Austria,1.07,1.72,1.12,1.07,1.11,1.04,0.78,0.84,0.59,0.6,0.55,0.3
"Virgin Islands, U.S.",12.99,,,,,,,,,,,
scg,,,,,,,3.44,2.49,,,,
Argentina,3.61,3.97,4.77,5.01,4.27,3.9,,,,,,
Panama,4.71,4.11,7.83,,,,,,,,,
United States,5.45,4.87,4.52,4.31,4.07,3.39,2.83,2.6,2.4,2.23,,
Colombia,,22.62,28.29,,42.56,33.44,,,,,,
Armenia,1.5,0.81,2.37,5.04,13.78,4.21,3.24,2.84,1.0,2.8,2.11,0.83
Egypt,,,,,,,,,0.11,0.12,,0.24
Tajikistan,5.04,3.16,2.89,3.84,30.31,11.23,9.59,5.13,6.53,,,
Russian Federation,9.78,9.83,6.67,8.37,15.33,21.01,18.12,,,,,
French Guiana,,,,,,,,,,,18.83,
Dominican Republic,8.34,14.0,14.83,,,,,,,,,
Albania,,,1.57,3.23,4.32,4.13,15.14,5.97,3.51,2.95,1.12,
