Country,1968-1974,1975-1981,1982-1988,1989-1995,1996-2002,2003-2009,2010-2016,2017-2023
Italy,48688115600.0,152760349142.86,446139003571.43,815200675428.57,1166786414285.71,1535753828571.43,1617047842857.14,1798293942857.14
Denmark,151959432000.0,340361103142.86,642820712857.14,867672119285.71,1180608079571.43,1563327423285.71,1815041329142.86,2269174803428.57
Saudi Arabia,26175871628.57,248716571428.57,407869857142.86,457329000000.0,553210428571.43,1028279000000.0,2208323142857.14,3018185571428.57
"Venezuela, Bolivarian Republic of",65381142.86,215462671.43,495560385.71,5064092300.0,60288877785.71,381503883142.86,1911456223500.0,
Papua New Guinea,773971385.71,1518114285.71,2742928614.29,4119061714.29,8135783014.29,10804976500.0,,
Burundi,22056828571.43,64988470000.0,141970315200.0,255229360228.57,563563840985.71,1750204904714.29,4520487466428.57,7711666197985.71
South Africa,16939000000.0,49656285714.29,148194000000.0,430466014000.0,949765633871.43,2075343922742.86,3901367683428.57,5799945429028.57
San Marino,,,,,,,954363470.96,1086337072.25
Lao People's Democratic Republic,,,167040001120.0,,17121681826933.34,40279197683200.0,108528360174571.42,
Armenia,,,,162982255000.0,1318257157142.86,3392457142857.14,5322035731428.57,7559444742857.14
Finland,11124101200.0,26720310714.29,57909285714.29,87328142857.14,116824571428.57,164750714285.71,205226714285.71,249114857142.86
Russian Federation,,,528700000.0,305729647571.43,4849442857142.86,24831814285714.28,66343757142857.14,114988714285714.28
Cameroon,365800142557.14,1141731420442.86,3333079700057.14,3848981289814.29,7048500652671.43,11162304903914.28,17222379187057.14,25173378856914.28
Ukraine,,,,14031142860.0,144017892571.43,636683285714.29,1719583857142.86,5028614857142.86
Eritrea,,,,4352050000.0,10313252242.86,25329246300.0,41108949400.0,
Colombia,179906714285.71,1039630714285.71,5823214000000.0,46308928285714.29,175934341000000.0,399157857142857.1,736834714285714.2,1243950880107390.2
Malta,342854340.0,797018142.86,1426627400.0,2452748314.29,4051069769.15,5751609116.04,7716110540.76,12376806714.89
Croatia,,,,17007474500.0,24353404142.86,42604763385.71,45638441042.86,60081154900.0
Egypt,3596871428.57,12066115677.16,43910014285.71,145800000114.29,329385714285.71,704928571428.57,2058857142857.14,6841042857142.86
Indonesia,4792700000000.0,27604900000000.0,98022585714285.72,288821560571428.56,1112821667142857.1,3492381990682857.0,9646295617800000.0,1.6201073832471964e+16
Australia,41903285714.29,110028857142.86,247182285714.29,434545285714.29,636865142857.14,1035754714285.71,1532950428571.43,2002773857142.86
"Korea, Republic of",4319785714285.71,28937400000000.0,92040957142857.14,288807428571428.56,601174685714285.8,1003781157142857.1,1449207328571428.5,1958059471428571.5
