Country,2000-2002,2003-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019
"Tanzania, United Republic of",11.3,8.4,7.7,7.9,6.95,6.4,6.35,6.4,6.5
Bahrain,12.13,14.63,12.3,12.25,11.1,10.1,10.4,11.15,12.3
Suriname,35.57,37.0,37.75,37.15,38.15,38.75,37.75,37.15,38.85
Mauritius,16.77,12.63,14.95,13.05,13.4,14.3,14.35,14.45,14.7
Cyprus,2.9,2.77,4.75,8.25,8.0,10.05,7.45,7.2,6.3
Bosnia and Herzegovina,14.83,16.2,17.7,17.3,16.95,16.8,16.95,16.8,17.45
Tajikistan,5.0,4.8,5.15,5.3,5.35,5.35,5.35,5.45,5.65
Trinidad and Tobago,25.67,21.23,18.4,20.45,17.0,15.75,16.5,15.35,14.1
Mexico,6.27,6.77,6.75,7.3,8.05,8.2,9.1,9.5,8.6
Lesotho,45.4,52.7,67.85,97.2,109.5,132.9,147.55,133.4,120.3
Spain,12.8,12.7,11.4,11.9,10.85,12.35,12.35,12.0,11.5
Bahamas,3.83,4.67,5.45,5.5,6.2,5.65,5.8,6.05,5.95
Mozambique,19.77,19.93,20.45,22.3,23.7,24.25,22.8,21.9,21.95
Malta,9.63,8.03,10.5,11.8,12.5,10.55,11.75,9.15,9.75
Kazakhstan,67.63,68.5,65.65,54.9,49.7,45.7,40.1,35.75,30.25
Gabon,19.37,16.7,16.5,17.25,16.45,14.8,16.15,15.15,14.4
Oman,9.63,9.43,10.5,10.3,9.65,7.75,7.15,6.6,6.7
Israel,10.0,10.0,8.35,9.0,10.0,8.95,7.45,8.1,8.45
Ghana,9.53,11.17,12.1,12.95,13.6,13.65,13.15,12.7,11.85
Somalia,13.8,13.77,13.1,13.05,12.4,12.25,12.15,12.05,12.05
Italy,11.43,10.77,10.2,10.65,11.2,11.7,11.05,10.45,10.15
Brazil,6.67,7.0,7.35,7.95,7.8,8.4,8.95,9.85,10.9
Bulgaria,26.7,21.6,20.0,19.75,18.5,18.5,15.9,15.6,15.35
Guinea-Bissau,13.97,12.97,12.45,12.6,12.25,11.9,10.95,10.7,10.45
