Country,1999-2009,2010-2011,2012-2013,2014-2015,2016-2016,2017-2017,2018-2018,2019-2019,2020-2020,2021-2021,2022-2022
Samoa,9.67,0.66,0.04,4.79,0.67,2.25,,,,,
Ecuador,22.3,13.19,4.37,,,5.18,5.99,5.72,3.69,2.32,
Iraq,41.88,,,,,,,,,,
Sao Tome and Principe,16.3,15.19,13.76,11.55,,,,,,,
Aruba,6.01,,,,,,,,,,
Chad,63.2,,,51.66,50.03,57.94,51.94,54.91,,52.23,
Russian Federation,,,6.53,4.98,3.55,0.88,1.05,0.66,,,
Portugal,,,,0.37,0.68,0.67,0.78,,,,
Namibia,10.89,,6.64,2.9,2.2,1.4,,,,,
Zimbabwe,6.33,,3.83,17.62,,,,,,,
Vanuatu,27.67,,,2.53,,,,,20.77,13.52,2.85
Puerto Rico,,10.02,10.2,7.14,12.32,,8.49,,,,
Mongolia,33.13,,,,,,8.86,8.13,7.1,3.94,5.34
Ireland,,,,,,,,,,,
Syrian Arab Republic,21.46,7.24,24.45,,,,,,53.07,53.87,54.94
Côte d'Ivoire,,,52.22,46.13,41.84,40.77,44.93,44.46,42.34,40.24,45.42
Madagascar,,,,25.03,25.3,25.28,27.54,33.11,34.53,32.8,36.12
Congo,,,,,,,28.1,,,,
Mali,46.39,43.84,,43.8,41.86,54.07,52.02,,,,
Colombia,2.81,2.21,2.78,4.44,5.56,5.0,4.43,3.89,3.19,2.93,5.11
