Country,1991-1995,1996-2000,2001-2005,2006-2010,2011-2014,2015-2018,2019-2022
Switzerland,16.25,15.63,13.97,13.33,12.99,12.84,12.97
Fiji,42.55,40.76,39.22,45.11,47.97,33.89,29.55
Congo,93.12,92.61,91.91,91.27,90.48,89.81,88.71
Chad,99.25,98.95,98.64,98.15,97.65,96.94,96.29
Barbados,9.48,8.86,9.64,10.75,11.53,11.32,13.86
Central African Republic,98.11,98.02,97.79,97.59,97.47,97.41,97.24
United Kingdom,8.11,7.81,7.69,8.43,9.83,10.8,11.24
Cyprus,17.23,16.1,15.86,13.48,11.59,10.55,9.7
Bahamas,11.48,12.19,11.62,10.01,8.98,9.27,9.61
Eswatini,30.78,31.63,34.33,37.44,40.32,42.19,42.19
Türkiye,68.5,66.14,60.03,48.67,44.53,36.29,31.45
Namibia,47.12,45.55,41.95,40.09,43.15,38.95,43.69
Israel,8.22,7.94,8.03,7.97,8.09,8.5,8.46
Angola,87.28,86.68,86.08,84.36,79.03,74.08,73.96
United States,5.09,4.56,4.31,4.17,3.94,3.79,3.81
Iraq,47.84,45.47,41.87,41.02,37.75,28.69,24.0
Guinea,98.06,97.89,97.29,95.8,94.0,91.91,89.94
Belize,24.76,25.05,25.49,26.12,28.06,33.97,33.95
Morocco,74.42,72.12,67.19,65.63,65.51,60.76,55.48
Guinea-Bissau,85.3,84.88,83.94,82.31,80.66,79.64,78.88
Zambia,91.21,90.91,91.27,90.71,89.12,86.11,82.99
Greece,45.33,41.3,33.95,30.9,31.27,29.12,27.47
Netherlands,10.81,9.91,9.57,11.09,12.04,13.24,13.22
Nigeria,88.28,87.76,87.06,86.5,86.7,86.46,86.27
Uzbekistan,37.25,37.0,36.53,35.14,33.86,32.13,30.75
Bhutan,78.71,79.04,78.6,78.04,85.23,84.79,83.33
Comoros,87.77,86.82,84.69,78.4,72.29,68.93,67.08
"Congo, The Democratic Republic of the",97.31,96.9,96.14,94.34,92.09,91.72,91.53
