Country,1996-1998,1999-2001,2002-2004,2005-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2021
Papua New Guinea,55.18,50.3,48.83,47.3,44.64,52.0,37.88,,,25.08,25.06
Colombia,29.64,30.23,29.2,28.53,36.08,24.13,14.98,15.32,9.75,2.84,2.6
Panama,22.13,4.67,5.79,22.33,29.12,7.13,21.12,5.92,,,10.66
Switzerland,38.34,37.52,37.4,37.13,31.08,29.72,30.79,29.87,31.9,29.91,31.17
Zambia,50.0,54.57,49.65,50.54,41.04,32.51,42.75,37.84,42.31,43.03,41.47
Guyana,59.53,50.94,52.18,52.93,53.51,49.12,42.55,53.29,51.81,48.93,46.35
Malaysia,8.14,5.77,4.97,9.69,3.38,3.24,4.11,2.4,4.07,,9.11
Liberia,,,,,,,22.85,30.48,,7.66,65.35
Haiti,,0.0,0.93,13.83,14.42,33.51,18.98,38.02,39.64,,31.1
Comoros,,,,,14.05,9.46,23.41,40.38,35.11,40.38,38.88
"Bolivia, Plurinational State of",0.0,0.0,1.08,0.0,9.23,16.65,15.2,18.98,23.74,14.99,14.52
"Tanzania, United Republic of",66.87,59.37,47.86,47.74,49.51,50.1,52.62,49.66,46.81,55.48,54.74
Argentina,25.42,30.69,26.14,15.33,14.68,13.05,12.82,14.12,14.69,16.02,15.78
Cameroon,,59.45,62.99,63.92,61.32,60.73,60.88,65.92,,64.53,
Malawi,51.65,40.7,52.41,34.83,44.4,41.24,36.66,29.5,34.89,22.46,36.45
