Country,1999-2001,2002-2004,2005-2007,2008-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
"Congo, The Democratic Republic of the",,,71.25,,66.08,,,,65.53,
Ghana,77.79,,69.22,68.92,,77.4,68.84,71.06,,63.46
Myanmar,,,,,,,79.67,77.38,76.44,
Tonga,,44.66,,,,,,65.17,,68.86
Pakistan,82.35,81.1,78.47,78.63,76.25,77.14,76.47,77.17,76.33,76.24
Uruguay,65.87,62.52,67.44,71.01,71.89,71.78,69.28,67.66,64.76,65.65
Bahamas,75.9,74.5,,68.98,66.26,,,,,
Macao,68.48,65.81,69.94,74.12,76.22,77.52,77.02,,,
Latvia,55.92,57.22,62.07,55.67,54.42,58.2,59.86,61.91,62.72,62.0
Puerto Rico,52.11,50.05,51.28,44.78,41.4,,42.39,,,
Mali,,61.45,79.54,43.32,,78.31,74.86,75.96,79.52,
New Caledonia,,56.24,,64.39,,59.58,,57.59,54.73,56.38
Morocco,68.03,68.55,62.67,62.44,67.63,66.05,64.97,,,62.55
gbm,70.17,,67.81,,66.7,,85.5,,,
"Korea, Republic of",70.51,72.5,71.98,70.75,71.09,71.62,71.5,71.15,70.34,70.91
Panama,70.99,71.6,73.89,76.97,76.54,76.62,74.98,74.3,69.05,68.79
Cuba,,65.69,65.59,67.32,77.04,84.4,,,,
Czechia,64.95,64.43,64.76,64.62,63.61,64.39,65.61,67.22,66.98,66.58
Côte d'Ivoire,,,,,66.9,78.03,74.02,63.78,71.42,73.78
Saint Kitts and Nevis,68.77,,,,,,,,,
Iceland,86.48,83.55,84.4,79.17,77.05,80.14,84.05,83.69,79.82,74.06
Papua New Guinea,,,,47.67,,,,,,51.6
Denmark,68.35,68.05,68.39,64.97,61.86,60.95,62.07,62.55,63.25,64.12
