Country,1961-1969,1970-1978,1979-1987,1988-1996,1997-2005,2006-2014,2015-2022
Sri Lanka,1109544.0,1509079.44,2344208.22,2476490.78,2830765.78,3935613.11,4506372.61
Spain,9590506.0,13133957.33,16694982.0,18111079.44,20540719.49,21221136.89,22365176.17
Uruguay,744624.22,898104.33,1025070.22,1509754.22,1980961.89,3503922.39,3536671.42
Cabo Verde,14222.22,1869.22,6863.11,10507.67,13442.33,5743.56,2098.12
Tajikistan,,,,276726.0,651563.67,1143155.6,1326894.04
Norway,615946.22,925286.0,1196105.11,1261381.44,1287084.0,1148217.78,1231462.5
Antigua and Barbuda,30.75,52.56,50.22,51.8,52.55,68.16,36.06
Somalia,243888.89,240533.33,423585.56,355709.96,354813.91,268599.31,191848.97
Malawi,1015746.22,1359791.33,1378827.0,1535862.44,1931687.67,3598569.67,3602970.97
Jordan,211607.44,125683.11,85181.44,100988.61,56342.17,57335.0,80427.79
Brunei Darussalam,4627.0,6250.11,2430.0,1191.11,619.22,1629.44,3087.5
Ghana,481064.67,733066.67,795122.22,1407722.67,1828262.75,2493138.26,3911692.66
Belgium,,,,,2631758.83,2996711.78,2657409.88
Netherlands,1853490.56,1287625.22,1270208.33,1405723.0,1618552.33,1753284.0,1451939.88
Puerto Rico,12846.11,5451.56,5547.56,730.89,432.19,69.04,193.21
Cambodia,2700055.56,1679888.89,1693555.56,2696058.56,4364158.56,8775681.44,11668137.5
Ecuador,567850.67,630860.89,831150.67,1659605.88,2003662.74,2465792.89,2694738.29
Afghanistan,3728333.33,4115111.11,3625777.78,2926352.27,3551736.05,5765864.25,5361472.22
Uzbekistan,,,,2828840.0,5090330.0,7225718.11,7308017.5
Slovenia,,,,463840.55,529250.7,559019.8,635981.62
Central African Republic,86497.33,96574.11,116559.0,108321.33,181232.69,186459.5,199037.03
Serbia,,,,,,8588026.18,9619268.37
Chile,1673598.67,1679104.89,2008958.22,2810836.22,3234474.11,3481685.62,3309626.68
United States,182873052.11,238333826.67,300205936.44,296076322.11,343316622.42,399397001.29,441503811.25
Iraq,2059048.89,1985941.89,1926326.78,2754294.67,2627378.57,4376012.11,4794007.49
Ukraine,,,,33392172.9,32276429.11,47488909.62,66542242.87
Suriname,96451.33,167500.44,279813.11,232692.78,180732.11,222031.67,270562.62
Latvia,,,,984008.0,995980.44,1688255.56,2921637.5
