Country,1990-1992,1993-1995,1996-1998,1999-2000,2001-2002,2003-2004,2005-2006,2007-2008,2009-2010
Azerbaijan,29.6,38.77,38.58,37.3,34.34,33.67,33.78,33.6,32.61
Viet Nam,38.0,37.1,26.96,26.43,25.9,26.09,26.52,26.44,24.76
Nepal,,,128.2,124.5,120.8,114.95,108.35,101.68,94.8
Saint Lucia,98.3,88.4,69.18,65.88,62.74,61.86,61.74,61.08,58.76
Central African Republic,,,133.2,128.5,123.7,117.8,111.4,105.8,102.6
Japan,3.77,3.93,4.27,5.15,6.05,5.75,5.26,5.12,5.53
Mongolia,,,31.68,27.3,22.91,21.51,21.1,20.6,19.76
Luxembourg,13.05,11.77,9.58,11.44,12.4,11.0,11.19,9.46,7.28
Ecuador,79.4,,85.31,84.95,84.59,83.99,83.31,82.57,81.68
Kuwait,12.8,28.5,27.76,21.49,17.19,15.42,14.49,13.85,14.1
Montenegro,26.8,,23.13,22.13,21.12,20.06,18.97,17.82,16.49
Liechtenstein,,8.93,5.65,6.4,6.4,6.5,5.5,,
Mauritania,,,95.64,92.24,88.84,85.36,81.86,78.45,75.29
Finland,12.1,10.13,9.33,9.8,10.9,10.45,9.85,8.95,8.4
"Venezuela, Bolivarian Republic of",101.4,,93.9,93.1,92.3,91.44,90.56,89.65,88.62
Malta,11.93,11.49,19.59,20.42,19.92,19.37,19.12,17.69,19.51
Germany,17.73,13.99,13.12,13.17,13.06,11.79,10.67,9.81,8.9
Belarus,45.16,42.47,34.47,29.76,25.63,23.15,21.38,20.67,20.71
Benin,140.0,123.0,122.75,120.4,118.0,115.7,113.45,110.25,104.35
Sao Tome and Principe,107.0,,93.13,87.32,81.5,75.87,70.3,65.05,60.76
Ethiopia,,,110.1,104.35,98.66,89.77,79.85,69.98,60.32
Afghanistan,,,207.3,186.8,166.3,148.45,131.45,116.8,109.1
