Country,1960-1969,1970-1978,1979-1987,1988-1996,1997-2005,2006-2014,2015-2023
Syrian Arab Republic,1.52,1.21,1.17,1.32,1.34,1.29,1.65
Bahrain,0.92,0.99,0.86,0.93,0.89,0.76,1.35
Mauritius,1.28,1.51,1.75,2.12,2.04,2.51,4.25
Turks and Caicos Islands,1.41,1.83,1.85,1.46,1.27,2.0,3.18
Brunei Darussalam,1.28,1.23,1.06,0.99,1.12,1.3,2.24
Malaysia,1.17,1.45,1.46,1.47,1.59,1.96,2.63
Jamaica,1.99,2.27,2.14,1.78,1.77,2.11,2.45
Sri Lanka,1.68,1.9,2.15,2.32,2.32,2.74,3.74
Guatemala,1.07,1.11,1.21,1.42,1.39,1.37,1.58
Uruguay,2.95,3.26,3.37,3.67,3.74,3.68,3.96
Cayman Islands,1.92,2.04,2.18,1.97,1.9,2.12,2.88
Russian Federation,1.73,2.38,2.2,3.11,3.78,3.09,4.49
Sweden,4.3,4.93,5.04,4.72,4.24,5.53,5.34
Seychelles,1.98,1.95,1.98,2.26,1.77,1.91,2.65
Nigeria,1.43,1.35,1.36,1.35,1.32,1.31,1.23
Bermuda,1.97,2.48,2.73,2.96,3.51,4.16,5.82
Saint Vincent and the Grenadines,1.25,1.81,2.0,1.96,2.1,2.52,3.53
Bahamas,1.15,1.37,1.64,1.43,1.77,2.15,2.8
Macao,1.57,1.98,2.39,2.17,2.16,2.55,4.89
Jordan,1.52,1.1,0.89,0.92,1.2,1.35,1.41
Poland,2.51,3.34,2.63,3.38,3.7,3.58,5.71
Uganda,1.14,1.31,1.29,1.06,0.75,0.57,0.68
Dominican Republic,1.15,1.19,1.23,1.28,1.73,1.88,2.43
Armenia,1.65,1.98,1.29,2.46,3.43,2.57,4.0
Singapore,1.0,1.75,2.02,1.99,2.26,2.47,5.42
Malawi,1.23,1.13,1.35,1.27,1.21,1.17,0.85
