Country,1971-1976,1977-1981,1982-1986,1987-1991,1992-1996,1998-2002,2003-2007,2008-2012,2013-2017,2018-2022
Turkmenistan,,,,,,,,,,90.86
Brazil,36.59,,,,,,,97.91,105.31,107.35
Russian Federation,,,,,90.08,,87.54,90.26,97.35,96.43
Liberia,6.23,12.44,,,,26.38,,39.61,31.84,37.08
Zambia,8.88,10.8,12.72,14.59,,,,,,
Uganda,2.04,2.59,5.79,7.9,7.56,,19.01,23.52,24.39,
nld_curacao,,,,,,,,,90.23,139.72
Ghana,27.29,25.47,27.24,28.86,26.56,27.62,34.52,48.5,64.15,72.11
"Congo, The Democratic Republic of the",6.48,12.31,13.4,14.69,16.67,,23.9,28.16,32.37,44.15
Kiribati,9.49,18.78,22.02,32.28,43.01,68.11,89.81,84.8,,
American Samoa,,,,90.14,92.46,,,,,
"Palestine, State of",,,,,65.4,78.86,89.56,91.04,89.76,92.15
North Macedonia,,,,,78.06,77.88,80.4,79.95,76.62,78.57
Lesotho,10.85,17.4,23.82,27.79,30.79,34.47,41.77,60.2,65.93,
Slovakia,,,,,91.35,87.53,94.62,95.25,92.88,92.2
Greece,64.73,75.69,83.88,90.94,92.51,97.21,102.19,106.96,101.56,103.44
Mali,2.52,4.53,4.19,4.04,5.97,9.83,18.24,29.08,35.53,34.04
