Country,1961-1971,1972-1981,1982-1991,1992-2001,2002-2011,2012-2021
Argentina,513.28,310.06,322.06,706.05,249.68,303.69
Mexico,137.58,120.97,107.88,113.77,357.51,209.04
Kenya,3487.69,,,,,
Italy,70.4,102.47,123.6,253.66,353.11,229.79
Greece,189.54,106.94,107.3,128.93,297.98,161.89
Austria,123.01,103.15,108.69,86.21,,
India,205.74,175.26,134.42,124.37,152.54,155.02
Myanmar,137.79,134.77,161.14,255.71,271.79,830.43
Syrian Arab Republic,6054.64,443.95,217.62,311.17,139.92,118.21
Oman,,,,,8461.29,1.8
Canada,30.94,19.5,21.78,20.48,22.63,26.32
Mozambique,3238.48,289.19,1738.46,,,
Lithuania,,,,29.74,19.37,24.36
Latvia,,,,215.38,,
Philippines,400.33,345.58,362.0,174.62,1138.6,651.73
Cambodia,,,59.69,,,
Guatemala,,1300.91,710.95,1518.27,,
Trinidad and Tobago,15.65,16.26,7.76,2.86,1.56,1.22
Poland,170.43,152.44,131.04,80.95,74.13,67.57
Bangladesh,217.46,200.97,133.3,113.53,206.12,493.69
Uganda,140.65,128.22,,,,
Zambia,601.86,1015.84,1001.41,1502.1,,
Jordan,,121.47,3.77,1.39,1.26,1.46
