Country,1991-1997,1998-2000,2001-2003,2004-2006,2007-2009,2010-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Guinea-Bissau,,,,,,,,,56.6,59.95,59.8
Papua New Guinea,,71.34,,,,47.68,,,,,50.65
Malta,25.53,25.68,30.43,29.77,33.26,36.64,42.0,44.37,48.2,52.08,55.32
Liberia,,,,,68.2,54.69,71.27,72.16,43.51,,
Luxembourg,37.02,40.2,43.18,47.05,49.44,50.65,52.94,54.99,55.38,56.4,58.0
Philippines,48.31,49.2,48.75,47.14,47.39,48.4,48.64,48.32,45.16,44.48,47.15
Burkina Faso,79.39,,,73.35,85.0,,58.22,,37.95,,41.8
"Venezuela, Bolivarian Republic of",42.77,47.6,53.61,49.62,49.71,49.47,,47.74,53.64,47.25,
Estonia,60.37,52.29,51.98,53.91,54.5,55.4,55.0,56.41,57.58,57.74,59.46
Nepal,57.61,81.88,94.0,,79.6,,78.6,79.8,27.91,,
North Macedonia,43.28,41.58,43.45,42.2,42.67,42.55,44.34,42.96,42.93,44.34,42.69
Mauritius,40.8,38.53,39.0,41.33,41.52,43.04,44.94,45.65,45.27,52.1,41.28
Kuwait,32.8,,46.82,50.66,56.38,59.47,,53.37,,,
Suriname,,33.14,,,50.03,48.99,49.39,46.5,,,
Bulgaria,46.9,44.66,45.75,45.4,47.77,47.6,48.59,48.11,49.37,49.74,49.81
Norway,65.4,69.21,69.69,68.62,69.9,68.58,68.27,67.91,67.09,63.25,61.44
