Country,1970-1980,1981-1989,1990-1998,1999-2006,2007-2014,2015-2022
Suriname,10000.0,,,8159999.73,,175000.0
Guinea,1107777.77,6102222.25,9095555.62,1397142.85,4007499.91,3803749.98
Saint Kitts and Nevis,,,35000.0,,33529998.78,
Mexico,494444.42,2332222.21,547500.0,405000.01,1538750.02,555000.0
Ghana,1745555.59,4487777.79,5803333.36,-2610000.02,6220000.05,1696250.01
Central African Republic,85000.0,1063333.32,855555.57,512500.0,881249.98,5583749.98
Bangladesh,605000.0,870000.02,4179999.99,962500.0,3719999.95,2596249.95
Algeria,434444.45,2340000.01,17097777.84,8713750.06,3988750.03,-67499.98
Latvia,,,909999.99,283333.33,,
Myanmar,22222.22,1322222.23,145000.0,310000.01,3652500.03,10093749.94
Turkmenistan,,,25000.0,17500.0,70000.0,15714.29
Cabo Verde,287500.01,9694444.37,1852499.99,579999.99,1321250.01,856249.99
Benin,33750.0,1477777.77,1472222.25,3981249.95,1478749.98,3645000.0
Cuba,221250.0,699999.98,3575555.57,2987499.91,1361250.01,18662499.93
Slovenia,,,-686000.0,-621666.66,,
"Iran, Islamic Republic of",341111.12,571111.11,792222.22,1961249.99,422500.01,4441249.95
Dominica,,178000.0,200000.0,,515000.0,153333.34
Mozambique,1125000.01,76494444.53,88720000.58,72258748.89,28616250.04,24116249.98
Zambia,-1308888.9,13400000.11,15858889.24,13382499.92,1566250.02,1149999.99
