Country,1960-1969,1970-1978,1979-1987,1988-1996,1997-2005,2006-2014,2015-2023
Monaco,2860.1,3468.89,3681.11,3917.11,4145.56,5076.89,6877.89
Dominican Republic,48915.2,75420.22,103685.33,145344.78,225087.22,290712.11,397152.0
Italy,3054424.7,3860226.22,4454264.22,5294182.11,6256686.44,7066172.22,7811343.11
Macao,6323.0,8283.56,11812.78,14660.33,18521.78,22540.89,38389.44
Hungary,605060.4,767952.67,824544.67,882319.22,968550.89,1050021.78,1170212.67
Finland,228249.2,305154.22,385264.67,441564.44,482016.67,552265.56,682034.67
San Marino,903.4,1083.22,1448.11,1921.78,2480.11,3013.44,3617.11
Japan,3516567.2,4934272.44,7024885.11,9903797.33,13552062.33,17307156.56,20679174.44
Zimbabwe,80631.8,103601.44,140744.0,183828.22,204910.89,220761.78,299711.33
gbm,5793.5,7158.67,7816.44,7916.67,7537.56,8167.56,9575.78
Singapore,26066.1,48299.78,73971.78,103110.56,149919.89,212839.78,365765.56
Uruguay,126216.2,154410.22,187418.22,224478.0,266657.56,296870.33,318923.56
Iraq,189714.2,297870.33,377661.67,406645.22,481261.22,584060.11,814039.22
chanisl,9512.4,10914.0,11814.67,12342.67,12411.89,13614.33,15468.78
Germany,5730427.6,7158847.78,7660670.78,7985428.33,8598875.89,9542531.22,10183159.56
"Virgin Islands, British",218.7,214.33,308.44,407.33,494.0,837.44,1420.33
Latvia,169115.7,205897.56,212218.89,226740.0,247460.0,263248.89,268642.11
Sudan,138817.0,175451.78,231341.56,302671.44,349947.0,423967.78,735038.89
