Country,1998-2001,2002-2005,2006-2009,2010-2013,2014-2016,2017-2019
Estonia,99.55,99.65,99.7,99.75,99.7,99.6
Romania,98.75,98.83,98.98,98.75,94.9,92.7
Armenia,97.85,98.82,99.88,99.88,99.9,
Nauru,,,97.4,,,
Ukraine,99.7,99.88,99.6,99.68,99.9,
Ethiopia,6.05,6.05,,16.55,21.6,49.8
Madagascar,47.0,51.3,43.9,44.3,,46.1
Mauritius,99.33,98.8,99.45,99.58,99.73,99.8
Germany,98.63,98.4,98.4,96.9,96.73,96.5
Morocco,,62.6,,73.85,,86.6
Lithuania,100.0,100.0,100.0,100.0,100.0,100.0
Viet Nam,58.8,85.0,83.8,91.9,93.8,
Congo,,83.4,,92.5,91.2,
Libya,99.0,,99.05,99.9,,
Turks and Caicos Islands,94.1,99.55,100.0,,,
Switzerland,,,100.0,,,
Bangladesh,12.05,13.55,20.83,31.57,45.95,59.83
"Venezuela, Bolivarian Republic of",94.0,95.0,,97.77,99.37,98.9
Qatar,99.5,100.0,100.0,100.0,99.93,100.0
Netherlands,100.0,100.0,,,,
United Kingdom,99.0,,,,,
France,99.6,97.95,98.07,97.28,97.8,97.9
Myanmar,57.0,67.5,63.9,70.6,60.2,
Kazakhstan,98.38,99.28,99.5,99.82,99.77,99.9
Jamaica,97.2,97.0,96.02,98.4,99.7,99.7
Russian Federation,99.18,99.38,99.6,99.7,99.7,99.7
