Country,2000-2003,2004-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2022
"Korea, Democratic People's Republic of",54.8,54.15,52.77,51.59,50.41,49.23,48.83
Central African Republic,3.33,3.09,2.89,2.72,2.55,2.39,2.26
Morocco,11.87,13.49,18.88,26.8,35.68,44.44,46.34
Kyrgyzstan,26.88,30.88,38.85,46.11,53.74,61.75,67.28
Zimbabwe,16.76,16.31,15.46,14.74,14.03,13.33,12.71
Turkmenistan,53.71,62.3,70.29,77.51,85.06,91.65,92.35
Lesotho,1.64,3.18,4.57,5.79,7.04,8.31,9.21
Uzbekistan,30.44,37.88,44.59,50.48,56.52,62.69,68.74
Suriname,31.1,33.2,35.04,36.61,38.18,39.76,40.81
Paraguay,29.53,34.65,39.14,42.98,46.83,50.26,50.73
Senegal,7.66,8.63,9.49,10.22,10.95,11.68,12.41
Nigeria,9.52,11.46,13.31,14.99,16.76,18.61,20.55
Indonesia,18.27,19.44,20.46,21.33,22.21,23.09,23.96
Nepal,25.4,26.45,27.37,27.59,23.77,19.12,14.75
Germany,99.84,99.84,99.83,99.78,99.73,99.69,99.64
Gambia,3.54,5.06,6.45,7.7,8.99,10.33,11.71
Sri Lanka,35.75,36.32,36.83,37.26,37.69,38.12,38.55
Spain,98.64,98.64,98.64,98.64,98.64,98.64,98.64
Tunisia,52.91,54.63,56.14,57.99,60.99,64.06,66.61
