Country,1996-2000,2002-2004,2005-2007,2008-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Afghanistan,0.0,1.04,1.3,2.24,3.55,5.97,5.24,4.76,5.24,3.79
South Sudan,,,,,1.42,1.67,1.43,0.24,0.24,0.0
Australia,80.62,84.85,87.46,89.1,91.23,90.93,91.67,91.43,91.19,90.99
Romania,33.33,45.4,55.53,61.85,62.09,63.01,63.1,58.57,56.43,51.89
Poland,62.32,64.23,64.98,70.97,73.46,74.47,70.95,70.48,71.19,65.65
Spain,74.09,78.27,75.25,74.84,71.8,66.82,68.57,71.19,68.57,64.93
Bangladesh,6.88,6.49,8.14,11.69,11.14,9.06,10.24,10.0,9.76,10.19
Antigua and Barbuda,57.61,58.55,54.9,52.09,47.63,43.43,44.05,42.38,48.33,43.14
Rwanda,2.36,10.53,15.14,28.01,35.78,45.14,45.48,43.57,41.43,46.44
Cabo Verde,8.33,21.93,26.88,37.01,41.47,33.4,30.71,34.29,38.33,45.97
Cayman Islands,64.49,76.11,75.25,68.26,68.72,64.66,61.43,62.62,64.29,67.06
Liberia,0.0,0.87,3.57,5.76,7.82,9.78,9.05,8.81,8.81,9.24
Armenia,23.01,46.21,51.95,53.21,53.32,50.1,48.57,50.48,47.14,39.83
Puerto Rico,67.93,67.89,67.76,62.83,62.09,63.01,66.19,64.29,59.05,60.19
Bosnia and Herzegovina,8.51,22.92,23.28,37.33,40.28,38.9,34.29,34.52,32.62,31.52
Botswana,61.78,66.06,60.42,61.06,61.61,63.73,63.33,63.33,59.29,60.42
"Congo, The Democratic Republic of the",0.0,0.68,3.25,2.73,2.37,3.58,4.29,3.1,3.33,3.79
Serbia,8.7,18.86,21.17,32.49,39.81,43.95,44.76,40.0,42.38,41.94
Cyprus,70.47,73.99,76.71,79.16,74.64,70.19,71.9,70.0,72.14,65.41
Malawi,24.28,19.64,22.15,21.79,16.59,14.54,11.19,12.62,11.67,14.21
Kuwait,33.51,56.64,54.57,48.41,39.57,34.36,32.86,36.19,44.05,44.55
Qatar,31.34,49.09,53.58,60.73,60.66,62.52,64.52,59.29,65.24,67.77
Indonesia,25.36,14.15,22.47,27.72,30.57,38.44,37.38,39.52,45.0,49.3
Vanuatu,,35.32,35.89,14.43,12.56,21.75,25.0,19.52,16.67,31.99
Marshall Islands,,,1.46,2.4,5.45,3.11,5.48,6.9,8.57,12.78
Bahamas,65.76,71.66,69.55,61.08,52.13,43.43,45.48,41.9,35.95,34.62
Czechia,67.03,72.18,72.64,79.0,75.36,73.02,73.1,79.76,76.19,81.75
Algeria,9.06,20.12,23.14,9.81,3.08,4.53,4.29,3.33,3.57,5.45
Sudan,2.54,3.61,4.07,3.36,2.84,2.15,2.62,2.86,3.1,3.32
Honduras,14.49,19.74,23.28,30.6,34.12,30.05,23.81,23.81,19.76,20.14
