Country,1967-1973,1974-1980,1981-1986,1987-1992,1993-1998,1999-2004,2005-2010,2011-2016,2017-2022
Côte d'Ivoire,278.57,787.14,793.33,813.33,676.67,643.33,1021.67,1606.67,2305.0
Norway,3458.57,10587.14,15915.0,25830.0,33926.67,41583.33,79670.0,95980.0,82825.0
Zambia,404.29,551.43,491.67,378.33,395.0,393.33,1000.0,1568.33,1261.67
Belgium,3011.43,9140.0,10275.0,18531.67,26516.67,26733.33,43515.0,46385.0,47955.0
Indonesia,86.0,308.57,525.0,560.0,898.33,765.0,1785.0,3445.0,4016.67
Mozambique,,,,,221.67,325.0,480.0,623.33,461.67
Guinea,,,,412.0,485.0,376.67,533.33,715.0,955.0
Cabo Verde,,,434.0,806.67,1236.67,1380.0,2885.0,3503.33,3538.33
United States,5514.29,10197.14,15988.33,23776.67,29441.67,37818.33,48105.0,54493.33,66855.0
South Africa,941.43,1888.57,2615.0,2850.0,3645.0,3305.0,6326.67,7320.0,6418.33
El Salvador,328.57,621.43,728.33,891.67,1465.0,1995.0,2730.0,3375.0,4086.67
Equatorial Guinea,,,128.0,241.67,416.67,971.67,8698.33,10353.33,5436.67
Australia,3361.43,8288.57,11970.0,16075.0,20303.33,21780.0,39331.67,59453.33,55226.67
Kiribati,,793.33,633.33,770.0,1130.0,1265.0,1768.33,2718.33,2871.67
Suriname,578.57,1571.43,2328.33,1841.67,1498.33,2038.33,5376.67,8171.67,5256.67
Bermuda,,,,,,,103480.0,101355.0,117375.0
