Country,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2019,2020-2020,2021-2021,2022-2022,2023-2023
Indonesia,4.0,,,,,,,,,,,
Haiti,3.25,3.5,3.5,3.5,3.0,3.5,3.25,3.0,3.0,3.0,2.5,1.5
kos,,,3.0,3.0,3.25,2.75,2.5,3.0,3.0,3.5,3.5,3.5
India,3.25,3.5,3.5,3.5,3.5,,,,,,,
Cabo Verde,4.25,4.5,4.5,3.75,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Zimbabwe,1.0,1.0,2.0,2.0,2.25,2.75,2.5,3.0,3.0,3.0,3.0,3.0
Kyrgyzstan,3.5,4.0,4.0,3.75,3.5,3.5,3.0,3.0,3.0,3.5,3.5,3.5
"Tanzania, United Republic of",4.5,4.5,4.25,4.0,3.5,3.5,3.5,3.5,3.5,3.5,4.0,4.0
Afghanistan,3.0,3.0,3.0,3.0,2.75,2.75,3.0,3.0,3.0,,1.0,1.0
"Congo, The Democratic Republic of the",3.5,3.5,3.5,3.5,3.5,3.25,2.75,3.0,3.0,3.0,3.5,3.5
Tuvalu,,,,2.5,2.5,2.5,3.0,3.0,3.0,3.0,3.0,3.0
Côte d'Ivoire,2.0,2.5,2.5,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4.0
Serbia,4.0,,,,,,,,,,,
Samoa,3.5,3.75,4.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Kiribati,2.25,2.0,3.0,2.75,2.75,3.0,2.75,2.5,2.5,2.5,2.5,2.5
