Country,1996-2000,2002-2004,2005-2007,2008-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Ecuador,49.67,43.97,39.26,39.53,37.79,40.14,38.92,43.74,46.62,50.24
Bangladesh,47.35,32.35,31.25,36.18,35.45,33.38,30.54,28.62,26.57,28.02
Türkiye,39.21,45.86,47.6,45.4,42.96,38.65,32.76,26.17,24.15,23.43
Estonia,76.57,81.95,83.17,84.29,86.62,87.05,88.18,89.25,87.68,88.16
Suriname,55.3,58.91,60.74,61.77,58.92,61.84,60.34,58.94,59.42,58.7
Aruba,,73.08,81.41,87.26,90.61,91.36,91.87,91.94,92.03,79.71
Honduras,46.84,41.68,40.22,33.2,32.63,32.72,32.02,31.79,30.43,33.57
Nicaragua,51.0,49.36,40.22,33.97,30.05,34.14,30.3,22.52,18.36,13.04
Ethiopia,17.94,15.56,13.3,11.59,11.03,12.74,11.33,12.94,20.05,20.53
Greenland,,,,91.23,91.55,91.83,91.87,91.94,92.03,91.55
"Iran, Islamic Republic of",21.43,13.95,8.81,6.83,6.34,5.54,10.1,12.71,10.14,8.94
Afghanistan,0.83,13.09,17.15,11.28,12.68,15.41,19.7,21.28,20.53,4.83
Oman,25.08,26.86,18.91,17.3,17.84,18.29,20.2,19.31,16.91,16.91
Syrian Arab Republic,7.81,6.22,5.45,5.08,3.52,3.37,2.22,1.96,1.45,0.97
"Bolivia, Plurinational State of",56.81,47.42,47.12,48.1,46.01,47.38,46.06,44.26,41.3,40.82
Netherlands,98.17,96.71,98.88,96.67,96.95,97.37,98.77,96.33,97.34,97.1
Brunei Darussalam,28.57,24.43,20.35,26.0,30.05,30.02,24.63,23.47,22.22,25.12
Luxembourg,96.01,95.89,98.4,99.37,98.83,98.56,96.8,97.31,96.86,97.34
Italy,81.23,80.75,83.65,79.53,74.88,76.94,81.53,78.49,78.99,83.09
Philippines,59.14,52.32,46.63,46.34,48.12,50.77,51.23,48.17,43.24,42.03
Armenia,36.7,33.98,27.4,24.44,29.11,29.82,30.3,35.67,48.79,50.0
Guyana,60.63,59.26,47.76,51.27,50.0,50.99,53.94,55.5,54.35,55.31
Lao People's Democratic Republic,12.3,4.23,5.93,5.4,4.46,4.33,4.43,4.4,3.38,4.59
United Kingdom,88.54,92.1,93.11,92.06,92.25,91.32,92.61,93.4,90.34,89.61
Greece,79.07,84.06,80.13,73.97,71.13,68.27,70.44,70.65,75.36,77.29
Comoros,31.24,35.1,34.13,36.04,34.74,35.4,36.95,34.0,27.29,26.81
