Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019
Cambodia,380.07,380.62,383.46,389.24,400.51,418.68,445.45,477.4,510.37,558.96
Kenya,422.07,471.59,533.21,613.29,734.64,858.78,952.37,1007.82,1039.11,1113.83
Jordan,60.46,68.72,72.47,72.49,73.67,83.24,96.66,113.4,134.17,166.74
Nauru,0.56,0.59,0.64,0.67,0.68,0.65,0.61,0.56,0.51,0.5
Trinidad and Tobago,55.85,55.29,53.72,48.15,44.55,42.21,42.01,39.82,43.98,48.42
Kiribati,5.49,5.63,5.88,6.25,6.42,6.58,7.02,7.34,7.61,7.95
Panama,174.03,203.63,201.46,191.97,196.94,208.12,226.08,246.42,265.8,275.59
El Salvador,260.66,320.41,381.62,428.23,451.14,496.6,461.59,420.3,485.5,502.09
Saint Kitts and Nevis,3.87,3.47,3.34,3.09,2.88,2.9,2.61,2.76,3.02,3.55
Singapore,262.12,254.49,255.4,225.68,201.81,188.68,195.96,201.35,205.7,221.34
Madagascar,287.09,294.74,310.81,307.94,317.07,320.0,336.12,353.29,369.84,399.6
Somalia,230.56,247.07,270.06,287.51,304.07,320.28,342.38,358.93,381.11,411.58
Algeria,618.73,625.48,618.58,617.55,634.19,670.5,716.4,767.65,829.8,909.81
Dominican Republic,165.81,180.09,230.41,268.31,301.9,348.33,365.52,412.81,493.25,505.86
Bermuda,5.07,4.45,4.18,4.03,3.98,4.05,4.14,4.27,4.43,4.62
Spain,4832.6,4571.24,4396.25,4183.86,3927.48,3870.77,3984.49,4075.03,4130.06,4148.1
Niger,267.54,266.93,263.08,276.54,310.63,345.03,376.42,420.75,474.58,531.74
Costa Rica,430.98,463.8,470.1,474.25,464.01,442.67,462.25,478.96,520.88,587.8
Nepal,507.31,512.05,514.06,518.08,530.52,589.56,673.65,773.54,855.72,925.8
Philippines,1321.23,1466.29,1548.44,1478.5,1486.85,1556.13,1643.87,1737.4,1872.93,1974.86
Tokelau,0.09,0.08,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.06
North Macedonia,283.54,314.42,318.42,311.67,312.64,315.49,313.84,305.18,312.89,318.47
Saudi Arabia,274.41,305.82,326.92,329.12,323.16,323.69,330.04,337.61,366.07,406.05
Estonia,295.51,303.44,246.59,226.64,213.34,206.53,189.41,178.34,169.33,158.49
Cabo Verde,39.84,40.86,42.63,42.01,42.45,39.03,37.37,40.05,42.76,61.54
Saint Lucia,11.03,10.93,10.89,11.12,11.74,11.36,11.49,11.99,14.29,16.28
Malta,30.62,28.33,28.92,27.39,28.15,28.39,29.66,30.46,29.44,30.26
Paraguay,144.19,175.84,219.26,248.2,251.06,250.71,250.42,246.67,267.25,301.84
