Country,1950-1968,1969-1987,1988-2006,2007-2025,2026-2044,2045-2063,2064-2082,2083-2100
Oman,11.47,11.69,13.51,9.3,9.08,6.86,5.97,5.53
Bosnia and Herzegovina,10.77,10.01,7.61,5.22,4.39,4.07,3.88,3.97
Liberia,11.67,11.87,12.04,12.22,11.0,9.56,8.16,7.15
Zambia,12.0,13.12,13.24,12.81,11.47,9.93,8.58,7.52
Albania,10.79,11.86,10.14,6.79,4.86,4.0,3.6,3.29
Saint Pierre and Miquelon,10.0,10.01,7.22,6.35,4.39,4.59,4.1,4.3
Guinea,10.66,11.24,11.92,12.27,11.18,9.46,8.03,7.05
South Africa,11.64,11.09,10.81,8.69,7.99,6.86,6.09,5.65
Niue,10.97,13.26,9.76,8.84,7.01,7.02,5.78,5.47
Guadeloupe,11.33,12.42,8.04,6.53,5.24,5.16,4.92,4.49
Belgium,6.84,7.18,5.75,5.45,4.89,4.7,4.47,4.43
Réunion,11.55,12.83,9.51,7.83,6.36,5.78,5.19,4.81
Norway,7.67,7.57,6.14,5.99,4.88,4.71,4.43,4.4
Latvia,6.7,6.28,6.31,4.45,4.53,4.5,4.36,4.46
Madagascar,11.42,12.79,12.43,12.21,10.74,9.29,8.0,6.93
Malta,10.58,8.1,7.08,4.63,4.39,3.54,3.8,3.74
Lebanon,10.65,11.88,10.48,8.78,7.03,6.22,5.09,4.88
Barbados,10.43,10.64,7.4,6.12,5.01,4.73,4.56,4.4
