Country,1960-1966,1967-1973,1974-1980,1981-1987,1988-1993,1994-1999,2000-2005,2006-2011,2012-2017,2018-2023
Iraq,41.83,44.86,48.02,47.5,46.39,45.28,44.18,42.8,41.39,39.21
Tuvalu,44.75,46.99,42.92,38.13,39.41,40.09,37.53,33.87,32.5,32.13
"Virgin Islands, British",45.86,43.34,36.56,30.51,26.91,25.75,24.35,22.87,20.4,16.5
Slovenia,28.42,25.75,24.59,23.73,21.72,18.56,15.83,14.72,15.29,15.49
Russian Federation,34.08,29.29,24.74,24.59,24.75,22.52,18.17,16.64,18.39,19.51
Greenland,44.55,41.62,32.4,24.3,24.57,25.99,24.57,22.08,20.64,20.42
Portugal,30.93,30.59,28.55,25.44,21.39,18.39,17.18,16.47,15.49,14.51
"Bolivia, Plurinational State of",41.87,42.37,42.3,41.91,41.27,39.85,37.97,35.75,33.65,31.72
Zimbabwe,48.91,49.35,50.71,50.16,48.54,45.62,43.74,45.04,45.28,43.42
Brunei Darussalam,45.32,42.3,38.42,35.74,35.06,34.77,30.69,26.59,24.24,22.52
Andorra,29.38,30.07,25.21,20.45,17.18,15.47,15.26,16.14,15.91,13.29
Hungary,25.68,22.32,22.39,23.15,21.32,19.05,17.4,16.11,15.6,15.53
El Salvador,46.8,47.38,45.83,44.49,43.46,40.81,38.29,35.33,31.03,28.01
Slovakia,31.93,28.64,27.07,27.42,26.17,22.93,19.19,16.62,16.19,16.54
Sudan,46.89,47.96,48.01,47.6,48.65,47.34,44.54,42.81,42.58,41.66
Sri Lanka,39.92,39.15,36.76,34.67,32.03,28.96,26.98,26.55,26.17,24.64
Saint Kitts and Nevis,50.09,49.34,41.62,36.53,34.86,31.51,28.11,24.55,22.09,20.54
Philippines,49.03,47.65,44.55,42.88,41.14,39.39,37.8,35.85,33.55,31.41
South Africa,41.76,42.02,40.08,39.47,40.41,40.35,34.9,30.89,29.84,29.94
Cambodia,44.62,44.67,45.98,45.51,46.91,45.56,39.01,34.05,32.05,30.49
North Macedonia,37.01,33.34,29.11,27.32,25.85,24.46,22.28,19.75,17.85,16.75
Chad,41.93,43.4,45.78,47.63,47.88,48.98,49.48,49.15,48.9,48.22
Dominican Republic,49.23,48.52,45.1,41.75,39.36,36.95,34.14,31.58,29.53,27.91
Lao People's Democratic Republic,42.95,43.47,44.34,44.88,44.56,44.16,41.87,37.45,33.8,31.51
Eritrea,42.26,43.8,45.03,45.53,46.01,45.13,45.04,43.96,43.16,41.05
Paraguay,48.08,46.76,43.62,41.75,41.66,40.72,38.03,34.38,31.29,29.68
