Country,1991-1994,1995-1998,1999-2002,2003-2006,2007-2010,2011-2014,2015-2018,2019-2022
Congo,31.94,32.7,33.88,36.23,38.69,41.28,44.24,45.23
Côte d'Ivoire,33.78,34.93,36.48,38.09,40.26,42.53,44.9,43.59
Canada,73.5,73.97,74.42,75.2,77.18,77.93,78.73,79.34
Barbados,74.91,75.55,75.89,79.4,79.06,78.4,77.97,80.54
Eswatini,54.75,55.55,56.58,58.01,59.44,60.86,62.33,62.54
Poland,42.94,46.51,50.32,53.55,55.23,57.21,58.14,59.75
Trinidad and Tobago,61.36,64.12,64.18,64.97,65.04,67.86,69.61,70.55
Lesotho,29.91,29.25,30.4,32.8,35.17,35.44,35.6,35.5
Russian Federation,55.22,57.69,57.13,60.29,63.47,65.2,66.72,67.54
Kenya,38.63,40.02,41.98,44.33,46.55,48.47,50.35,51.36
Dominican Republic,52.08,54.71,60.53,63.46,67.08,70.66,71.52,71.94
Brunei Darussalam,74.25,75.38,77.21,78.54,80.02,81.12,81.58,75.42
Argentina,59.77,64.83,68.39,68.47,68.97,69.62,71.15,72.5
Guatemala,41.95,39.96,38.4,43.58,44.25,47.7,49.01,49.67
Australia,70.77,72.27,73.34,74.49,75.14,76.5,77.61,78.55
