Country,1977-1981,1982-1986,1987-1991,1992-1996,1997-2001,2002-2006,2007-2011,2012-2015,2016-2019,2020-2023
Yemen,,,,,,1545287168.53,-606984454.17,-4055214391.56,-6325444800.0,
Netherlands,1501019036.59,7176322970.21,10056632966.39,18968349834.9,18904063088.39,48027533547.73,82772849812.99,91254120111.14,76446968042.96,82857364958.79
Peru,342860000.0,403534000.0,190902000.0,-1089619810.47,-777138828.25,3968227675.93,7053629393.84,622165725.72,5685439331.44,12765228302.58
Kenya,-507230081.18,-286484402.95,-756285127.78,-1909289050.16,-3299668353.17,-1821398458.31,-5881660458.75,-9661684466.44,-9690269387.53,-10369060952.24
Uzbekistan,,,,,,1418558368.52,1050758184.61,-2590386358.54,-4691518081.6,-10309639399.47
San Marino,,,,,,,,,152839233.25,292061078.14
Slovakia,,,,-840823088.66,-1710822093.86,-3665282172.38,-602230371.16,2914311011.73,137480856.64,-935093192.0
Norway,102413230.21,2903710705.43,3849923450.18,9558307959.98,15987826982.4,38798889836.69,63771075124.61,53958878044.98,21432074065.75,79332598018.56
New Zealand,,,,,934894083.7,-1556113248.48,156517840.83,188765694.03,-2336144232.42,-4457452810.33
nld_curacao,,,,,,,-1302385474.86,-1232945530.73,-1085529523.7,-1182630053.55
South Sudan,,,,,,,,-474981612.2,799742500.0,1185733866.67
"Congo, The Democratic Republic of the",,,,,,-237250000.0,289680000.0,48931276.76,334669108.18,2931655567.42
Bulgaria,169000000.0,-512400000.0,-731000000.0,-161180000.0,-554677836.2,-4066983448.2,-7478297212.42,-3909537500.0,-2104452500.0,-3663057500.0
Eswatini,-88673294.59,-106247593.43,-7451964.06,-119068475.84,-59089454.66,5726197.39,-173699093.7,92061151.38,162581645.45,141624566.16
Ethiopia,-158483091.86,-390879227.13,-486164251.21,-627755074.85,-779081618.93,-2045284162.45,-4920299199.07,-9368097409.0,-11113582035.19,-10881588193.66
Uganda,-26850000.0,62120000.0,-245380000.0,-302854000.0,-523934951.26,-724976615.3,-1845267052.64,-2310545641.91,-2122456789.97,-3118585588.31
Maldives,-16120000.0,-33740000.0,-43210494.0,-136758924.87,-232990995.78,-388465394.48,-1144587335.04,-1487010558.38,-2141041593.35,-2157707117.44
Pakistan,-2277289832.56,-3191398612.66,-2522887846.32,-2835264558.51,-1653889335.12,-3986640000.0,-12307700000.0,-16674500000.0,-26191500000.0,-28214500000.0
Bangladesh,-1121411495.23,-1355073253.26,-1556036783.92,-1672558043.4,-1800243201.08,-2720608787.66,-5802646739.22,-6807753875.52,-13105613673.06,-22068785451.55
Malawi,-31329366.39,73707343.92,78044554.71,-67825894.77,-69832602.76,-356934193.25,-913035515.15,-1189397264.54,-1514614576.64,-1990744191.77
Solomon Islands,684012.0,4155285.23,-12872882.2,6234289.87,-12000143.55,-52085563.08,-75867787.58,6795133.73,-2796511.18,-131650432.35
Brunei Darussalam,,,,,2560796382.65,3998696974.19,6656087688.6,6510641166.32,2282809681.46,3063689549.95
Azerbaijan,,,,-533501500.0,-217604600.0,2312765600.0,19209211600.0,16815489500.0,7173837750.0,13822062500.0
Rwanda,,,,,,,-945769456.96,-1232412798.77,-1221873136.43,-1916564351.91
Sierra Leone,-94847043.41,-30240079.55,-490736.58,-87322848.65,-90797540.04,-157980048.97,-570587985.18,-513416670.18,-519618097.52,-597222687.86
