Country,1996-2000,2002-2004,2005-2007,2008-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Libya,41.92,68.0,80.64,82.44,16.35,6.41,6.19,5.21,3.77,6.13
Germany,100.0,88.9,97.58,93.99,90.76,94.06,85.95,78.67,81.37,86.32
Gambia,90.45,79.81,63.23,63.33,60.43,56.53,51.19,56.87,66.98,58.96
Pakistan,28.32,17.36,7.59,1.9,1.9,3.57,4.29,4.5,7.78,9.43
Ghana,58.95,61.54,59.85,59.19,63.03,57.71,55.24,59.49,62.5,57.08
Lebanon,44.41,43.28,16.15,12.21,12.09,8.79,9.76,10.19,11.56,13.21
New Zealand,100.0,99.83,100.0,99.53,99.53,99.52,99.52,99.53,99.53,99.76
Qatar,92.38,97.73,98.87,99.84,99.53,98.1,93.81,84.12,86.79,95.28
Nicaragua,55.38,52.19,51.93,47.33,47.87,54.4,55.0,41.55,32.08,46.23
Zambia,68.32,63.72,70.8,80.3,78.2,66.26,61.43,62.57,55.9,59.91
Serbia,18.59,43.48,39.35,42.21,50.24,59.86,62.38,59.73,55.9,53.77
"Iran, Islamic Republic of",45.67,36.72,30.01,18.3,17.06,23.05,26.67,19.7,10.38,11.79
Samoa,100.0,100.0,100.0,97.63,98.82,99.05,99.52,98.81,98.58,97.64
Sri Lanka,13.81,32.59,17.75,18.21,36.02,41.58,58.33,55.22,55.19,39.15
Tonga,,97.56,81.95,78.54,97.16,95.96,94.29,92.18,97.64,97.64
Saudi Arabia,67.78,57.1,45.66,46.51,42.65,45.61,38.1,34.36,36.32,42.22
China,57.7,45.66,41.46,39.37,39.57,38.24,38.81,50.48,47.41,42.22
Australia,100.0,97.84,97.42,95.26,96.21,97.62,93.81,92.89,93.16,94.1
