Country,1991-1994,1995-1998,1999-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2017,2018-2020,2021-2023
Nigeria,30.84,30.26,29.83,29.68,29.79,29.85,25.86,24.16,23.12,22.71
Libya,14.26,13.8,13.13,12.37,11.86,11.43,11.02,10.81,10.45,10.57
Gambia,34.03,35.16,36.0,36.46,36.8,37.05,38.13,40.55,41.84,41.05
Ecuador,38.2,39.32,39.92,41.24,39.9,33.57,30.11,34.36,33.02,35.83
Madagascar,73.68,73.51,73.47,73.2,73.03,72.99,72.95,72.58,71.32,70.06
Oman,23.08,22.85,23.09,22.33,19.99,17.83,15.87,14.27,13.67,13.38
United Kingdom,62.67,59.99,59.3,59.06,59.02,56.4,56.41,57.24,55.35,53.85
Albania,50.46,48.45,45.73,39.1,31.39,31.26,22.48,24.95,28.46,27.74
Angola,59.75,59.56,59.14,58.78,58.69,58.26,56.52,55.31,53.96,52.94
"Moldova, Republic of",32.64,33.07,31.97,24.34,29.07,38.14,42.19,43.57,36.5,36.51
Timor-Leste,38.33,35.97,41.6,42.21,41.96,38.62,37.13,36.83,36.13,34.64
Sri Lanka,39.68,36.05,31.73,28.44,26.62,24.49,22.71,23.86,20.55,20.98
Ireland,53.57,52.71,56.9,57.38,62.66,52.74,47.5,46.12,44.67,52.45
Vanuatu,50.23,49.5,49.96,50.82,49.43,49.18,49.8,49.87,49.0,49.27
Barbados,58.34,59.44,55.41,52.74,50.51,49.53,42.9,40.3,40.64,40.46
Eritrea,70.63,71.52,68.1,62.89,61.77,62.7,64.61,65.45,64.56,64.39
Peru,37.94,45.74,49.35,55.42,61.91,63.45,60.84,56.66,55.37,51.63
Botswana,41.02,38.29,36.33,36.73,36.46,34.62,33.41,32.43,31.83,35.68
Bhutan,44.73,43.86,47.2,51.62,53.17,44.69,32.11,28.79,27.09,28.06
India,23.5,23.94,24.1,23.32,21.7,19.54,17.24,15.44,13.32,13.72
