Country,1977-1981,1982-1986,1987-1991,1992-1995,1996-1999,2000-2003,2004-2007,2008-2011,2012-2015,2016-2019,2020-2023
Japan,,,,23.47,22.99,21.3,21.45,20.16,19.76,20.39,20.05
Saint Vincent and the Grenadines,7.33,8.39,7.88,7.58,6.1,5.19,4.84,4.56,4.49,4.72,3.42
Iraq,6.41,9.29,9.09,2.1,0.85,1.23,1.56,2.36,2.27,2.15,2.79
Russian Federation,,,,,,14.78,15.33,13.03,11.55,12.45,12.77
Ghana,8.38,7.31,9.7,9.29,8.92,9.01,8.88,6.78,9.84,10.31,11.14
Bangladesh,11.89,14.65,13.41,15.39,14.34,14.17,15.11,16.18,16.44,20.61,21.49
Italy,,,19.56,18.66,18.32,16.91,15.75,14.41,14.03,14.9,15.36
Norway,14.47,11.65,11.03,10.34,10.19,9.0,8.39,7.35,6.82,6.38,5.8
American Samoa,,,,,,20.95,14.39,13.75,13.61,12.74,11.89
Liechtenstein,,,,,,,,,,37.74,34.79
Haiti,,,13.31,14.31,11.15,13.87,15.95,15.75,16.37,16.55,21.15
Mongolia,,,23.35,17.23,7.56,7.0,5.74,6.72,8.0,6.92,7.22
Estonia,,,,16.98,15.55,15.73,14.48,13.6,13.96,13.52,13.0
Pakistan,13.78,14.17,15.14,15.3,14.57,9.38,11.83,13.05,13.19,11.68,12.67
Malaysia,20.89,19.59,23.04,26.19,28.99,29.84,27.9,23.78,22.79,21.65,23.02
Bahamas,,,4.3,4.07,2.84,2.51,2.47,2.13,2.69,2.53,1.48
Saint Kitts and Nevis,9.02,8.13,8.53,6.98,6.39,6.52,6.19,7.24,7.0,5.5,4.5
Costa Rica,18.72,21.62,20.58,19.62,19.06,17.56,16.59,14.54,12.65,11.83,13.56
India,16.91,16.48,16.3,16.59,16.25,15.6,16.49,16.85,15.43,14.63,13.61
Jordan,8.87,10.29,11.23,11.8,11.86,13.56,16.43,19.88,18.82,17.82,17.14
