Country,1990-1993,1994-1997,1998-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019
Iraq,3.8,3.68,3.42,3.35,3.34,3.8,4.57,5.01,4.69
"Korea, Republic of",5.01,4.96,9.96,10.61,9.28,8.99,8.31,7.68,7.59
Saudi Arabia,3.02,3.08,3.34,3.27,3.07,3.09,3.0,2.9,2.77
Zambia,2.28,2.36,2.33,2.23,2.18,2.16,2.16,2.12,2.1
Kiribati,11.54,11.12,10.84,10.56,10.45,10.69,10.65,10.43,10.22
scg,,,,4.0,,,,,
"Bolivia, Plurinational State of",5.56,5.57,5.37,5.27,5.16,5.07,5.03,5.04,5.04
Sao Tome and Principe,1.79,1.84,1.89,1.83,1.74,1.73,1.74,1.79,1.75
Namibia,1.75,1.8,1.93,1.99,1.95,1.98,2.11,2.2,2.25
Fiji,4.56,3.95,3.52,3.58,3.67,3.91,4.11,4.2,4.21
Nauru,8.02,8.4,8.68,8.29,7.98,7.65,7.05,6.34,5.94
New Zealand,1.31,1.52,1.64,1.77,1.92,2.05,2.16,2.2,2.15
Oman,2.61,2.42,2.5,2.75,3.24,3.51,3.37,3.16,2.94
Croatia,2.82,2.36,1.93,2.08,2.17,2.34,2.22,2.14,2.01
Spain,2.51,2.78,3.07,3.09,2.95,2.87,2.84,2.8,2.77
Saint Kitts and Nevis,8.72,6.26,3.46,2.74,2.53,2.47,2.47,2.4,2.47
Uruguay,0.95,0.97,1.02,1.11,1.17,1.23,1.3,1.37,1.36
Jamaica,2.88,1.92,1.34,1.47,1.49,1.63,1.76,1.88,1.91
Niger,0.44,0.44,0.44,0.43,0.43,0.41,0.41,0.41,0.41
Mexico,2.59,2.75,3.08,3.22,3.25,3.37,3.4,3.41,3.37
Palau,1.79,1.68,1.59,1.53,1.52,1.55,1.55,1.55,1.55
Botswana,0.95,0.99,1.04,1.07,0.98,0.98,0.99,1.0,1.01
Tunisia,1.3,1.26,1.21,1.2,1.16,1.16,1.15,1.14,1.11
Gabon,2.8,2.78,2.71,2.68,2.58,2.44,2.29,2.22,2.2
Norway,1.16,1.23,1.32,1.4,1.53,1.69,1.85,1.87,1.85
