Country,1975-1980,1981-1986,1987-1992,1993-1998,1999-2004,2005-2010,2011-2016,2017-2021
Peru,61.78,66.89,65.91,66.89,66.42,64.47,65.07,76.4
Jamaica,66.37,72.14,72.14,72.14,69.53,72.14,75.03,70.73
Barbados,80.55,81.1,81.1,81.1,81.1,79.63,79.8,77.97
"Moldova, Republic of",,,48.42,47.54,46.9,48.98,52.02,56.79
Germany,70.7,65.43,66.16,59.35,57.58,57.58,59.28,57.58
Somalia,31.23,36.61,33.76,30.33,30.33,30.33,33.29,31.96
United Kingdom,71.09,69.53,72.14,72.14,71.94,70.99,68.17,68.05
Sweden,75.9,100.0,100.0,100.0,100.0,100.0,79.8,81.1
Senegal,55.25,62.42,60.88,59.34,62.42,63.16,66.89,65.99
Bosnia and Herzegovina,,,46.0,49.75,56.25,57.72,54.65,52.49
Armenia,,,56.77,47.19,46.9,48.83,46.9,52.74
Myanmar,42.73,44.38,38.87,39.6,35.09,35.37,42.95,42.86
Russian Federation,27.55,28.69,42.01,52.98,39.57,41.93,38.88,38.88
Namibia,,,78.11,81.1,81.1,81.1,78.11,79.43
Lebanon,58.34,57.48,59.2,62.65,61.42,61.1,59.09,58.71
Ukraine,,,56.91,60.39,60.96,60.39,56.84,49.78
"Taiwan, Province of China",48.0,47.54,63.97,72.73,79.71,81.1,78.49,81.1
Saudi Arabia,15.97,15.86,15.86,15.86,15.86,15.86,18.28,19.49
Zambia,54.06,53.04,55.89,72.73,72.73,67.97,66.44,56.6
Norway,72.67,78.49,77.18,78.49,75.88,79.8,77.18,74.51
Italy,71.76,72.73,72.73,72.73,72.73,62.05,66.84,66.14
Thailand,49.81,60.99,57.72,58.28,57.58,56.71,55.48,51.12
Hungary,30.33,32.01,68.92,95.83,91.93,95.9,59.13,56.79
Oman,40.63,43.29,42.88,42.88,42.88,42.21,39.55,38.88
Mongolia,16.13,16.71,38.04,63.37,60.54,60.54,58.98,57.75
South Sudan,,,,,,,51.77,38.88
Estonia,,,69.51,66.89,69.51,72.14,72.14,73.93
