Country,1960-1965,1966-1971,1972-1977,1978-1983,1984-1989,1990-1995,1996-2001,2002-2007,2008-2012,2013-2017,2018-2022
Somalia,,,,118.3,112.95,105.08,104.0,103.68,95.52,82.78,71.84
Mexico,97.77,80.15,65.73,52.97,41.8,32.6,25.22,19.82,16.42,13.98,11.82
Cuba,36.6,33.05,24.87,17.7,13.02,9.63,7.37,5.77,4.92,4.84,5.66
Ecuador,111.87,97.98,82.85,64.87,49.25,37.55,26.95,20.32,16.2,13.24,11.22
El Salvador,119.07,106.42,92.43,74.9,54.88,40.9,29.7,21.72,16.46,13.22,10.98
Israel,34.77,26.9,21.4,15.2,11.33,8.38,6.03,4.62,3.68,3.16,2.82
Chad,,,127.67,123.05,116.2,108.72,101.75,93.08,84.02,75.68,67.34
Bosnia and Herzegovina,,,,,21.47,19.82,9.47,6.73,5.86,5.52,5.38
Cameroon,157.48,133.57,115.28,105.78,88.73,87.52,89.15,79.22,68.86,58.08,49.86
New Zealand,20.52,17.4,15.13,12.63,10.73,8.1,6.4,5.55,5.16,4.56,4.02
Kiribati,125.48,103.15,88.73,83.18,74.05,61.23,52.45,47.27,45.36,45.68,45.34
Argentina,,58.9,53.1,36.1,26.35,23.77,18.45,15.22,12.88,10.54,8.92
Tonga,55.2,42.92,31.08,24.52,21.0,17.43,15.0,12.87,11.36,10.7,9.86
Panama,63.3,54.05,41.92,34.37,28.22,24.27,22.23,18.75,15.88,14.78,12.86
Thailand,93.98,76.15,59.22,46.2,35.85,26.78,19.73,14.35,10.82,8.9,7.46
"Korea, Republic of",71.75,52.2,37.72,28.77,18.45,11.1,7.15,4.95,3.56,3.0,2.6
Finland,19.08,14.15,10.38,7.07,5.92,4.87,3.7,3.12,2.46,2.04,1.9
Lithuania,,19.26,17.32,15.87,12.57,13.15,9.25,7.27,4.98,3.86,2.98
Côte d'Ivoire,200.25,170.17,139.42,114.55,105.42,103.2,96.83,84.5,72.44,63.14,55.34
Myanmar,,119.5,108.82,96.48,86.8,77.27,67.42,57.93,50.92,40.5,34.56
Sri Lanka,63.33,54.78,49.1,35.9,22.98,18.28,15.37,13.07,10.34,7.56,6.0
