Country,1972-1982,1983-1992,1993-2002,2003-2012,2013-2022
Togo,1331270.71,16656475.86,10634466.98,5989562.8,14264478.57
Madagascar,4366029.68,46640199.6,11819158.73,4221731.98,14498779.19
Côte d'Ivoire,9779856.84,151026649.78,54663204.45,69648052.32,115613876.28
Albania,,102828.7,7279615.53,13288852.98,28873739.52
Paraguay,,,562888.38,411317.83,709698.33
Panama,8508375.11,69163876.81,31944023.7,6757776.19,939819.65
Turkmenistan,,,2847671.62,1644286.93,663579.35
Brazil,0.0,773999306.99,1565568597.09,4387871741.91,29294548.06
Gabon,451350.96,16702336.2,24747302.34,15414343.32,11207174.02
Mozambique,,565356.67,15369313.07,6551309.74,26873707.78
Guinea,4521354.84,8421947.7,8772597.67,19602881.73,18237347.17
Somalia,1833711.08,15261252.14,549097.23,559614.88,34642298.28
"Congo, The Democratic Republic of the",34782892.25,159950137.51,58705035.57,45420966.44,46868792.33
Kazakhstan,,,90521510.96,8093392.32,3241240.9
Rwanda,1368785.0,1372058.67,3992362.74,1308497.72,12088100.84
Sao Tome and Principe,125239.25,4486.98,129350.16,177977.57,731578.12
Nepal,2976729.07,6702218.9,5858012.02,2928932.3,11742707.91
Armenia,,,11537796.04,46198600.31,91822131.87
