Country,2005-2007,2008-2010,2011-2013,2014-2016,2017-2018,2019-2020,2021-2022
Israel,16.56,14.1,11.26,9.02,6.76,6.7,7.28
Aruba,,29.88,,,,,
Denmark,8.06,13.97,17.07,14.09,12.36,11.47,10.68
Tonga,,,,,3.39,,4.08
South Africa,41.77,38.46,38.85,39.7,39.24,41.52,45.78
"Korea, Republic of",10.68,10.79,8.85,10.04,10.42,10.68,8.25
Saint Lucia,,,,,46.31,46.15,42.83
Zambia,,,,27.16,13.88,11.86,9.25
Belgium,18.97,20.42,21.29,23.18,18.2,15.74,19.02
Bulgaria,18.9,18.23,28.57,20.82,13.22,11.94,13.47
Comoros,,,,20.02,,,9.41
"Tanzania, United Republic of",5.42,1.81,4.78,3.14,,2.86,
Portugal,14.19,18.11,34.17,30.33,21.11,18.23,19.42
"Palestine, State of",30.4,35.13,31.64,33.99,36.78,35.69,34.57
Seychelles,,,8.42,11.38,11.57,13.89,
Uruguay,23.05,17.22,15.27,18.73,21.57,26.35,26.1
Austria,10.53,10.06,9.46,11.61,10.33,10.49,11.06
"Moldova, Republic of",11.78,6.3,3.54,3.27,3.36,3.9,2.28
Singapore,6.62,7.94,6.37,6.73,,6.95,6.77
Malta,15.87,14.58,13.91,12.33,11.15,11.91,11.58
Kuwait,11.84,,,10.7,,,
Maldives,,29.09,,13.35,,17.21,
French Polynesia,31.35,,,,,,
Sweden,20.58,23.95,24.35,21.99,18.67,22.77,22.68
Afghanistan,,4.1,2.55,8.86,16.28,14.54,8.45
Iraq,17.04,,14.64,18.54,21.99,,31.58
Netherlands,10.69,10.88,11.91,11.7,8.32,8.23,8.51
Montenegro,,,41.9,37.63,31.96,29.69,39.91
Gambia,,,11.79,,8.1,,
Guyana,,,,,20.73,22.97,
