Country,1970-1975,1976-1981,1982-1987,1988-1993,1994-1999,2000-2005,2006-2011,2012-2017,2018-2023
Equatorial Guinea,,,,,,3702100788.84,6596943844.64,6218828901.7,4331930167.94
North Macedonia,,,,1309179900.89,1874501271.96,2846007700.35,4257304846.83,6284074139.97,9407673737.77
Viet Nam,,,,5632711132.58,15462702619.77,39128043035.75,86206604295.27,163338974184.71,282081926709.97
Lao People's Democratic Republic,,,,,,1484860941.37,3495241814.78,7137455437.08,
Kuwait,,,,,,,38242300679.47,50208152690.46,56396374446.13
Greenland,,,,,,977027628.1,1361161097.63,1225435190.02,1367546915.7
Gambia,,,,,,336579265.42,352375171.8,482989712.7,814259724.0
Singapore,11150667660.73,20196897786.99,34015953545.6,67604276907.97,136886852266.05,211203231926.49,349826523375.7,455918147158.12,570740373017.17
Panama,,,,,,,,28263800000.0,
Spain,34882789780.98,45978388750.86,56141811419.04,115863735051.64,187864085122.45,309717009960.48,374154744865.76,357065102730.27,415401441331.18
Timor-Leste,,,,,,879475916.67,961440533.33,973656766.67,1050538460.0
Côte d'Ivoire,,,,,7999496699.74,7913383873.96,9351352430.3,11268427723.22,18680770118.97
United Arab Emirates,,,,,,103236540836.19,217167991368.49,266419924349.85,294428505384.01
Cabo Verde,,,,,,,901625788.92,960695834.15,1203009639.73
Madagascar,1797868558.39,1485976620.6,973803174.98,946148024.54,1173167815.01,1832053321.88,2993812562.81,3687486018.54,5604854860.56
Turkmenistan,,,,,,,,16333428571.43,
Iraq,,,,,,,49142075669.06,58893146606.39,63110470412.79
Georgia,,,,,,,6441165589.31,8282050877.31,10696289825.46
France,110765803101.39,157016683965.06,186626248005.01,258663920055.35,342897844505.77,508280784349.03,623169851898.88,738268576887.85,846615823847.79
Ghana,,,,,,,12745264011.33,21518339749.55,25884833731.99
Colombia,4522744285.62,6552961016.83,7849413186.21,10829525462.9,23003987018.23,23254778131.95,41925718612.18,63904371176.66,74537494220.36
Bosnia and Herzegovina,,,,,,5730182085.7,7773175088.59,8775000500.9,10756978653.72
Haiti,,,,749184161.74,1646772925.03,2560710931.34,3521011262.12,4619590896.92,5626144902.47
Greece,9766565070.55,14408785126.97,18181106764.83,26168884681.19,37774838315.1,63071424146.6,75559691833.22,62860965639.19,83897151228.94
Guinea-Bissau,,,,,193292981.83,206339713.54,276140667.24,323681258.9,444353142.5
Sri Lanka,,,,,,,,24633329972.69,21969171858.29
Germany,183925563631.3,247805777554.97,288034371307.97,406361727955.98,556146968231.31,787346715170.87,1052788494882.92,1295057487642.17,1554513515578.45
Burkina Faso,630339365.03,918905412.72,1020852570.18,1016049804.28,1048800657.7,1141670987.28,1974242658.96,3918376655.89,5607346706.32
Hungary,,,,12049505498.52,21936730047.52,48648761481.99,79794129457.43,96142095889.31,133022276319.44
