Country,1977-1983,1984-1990,1991-1997,1998-2004,2005-2011,2012-2017,2018-2023
Mozambique,,,,,43.48,64.21,55.79
Niger,42.75,30.97,27.1,18.19,17.49,31.34,28.09
Guinea,,41.95,54.93,58.93,44.3,35.07,32.43
New Caledonia,,,,41.41,56.54,55.78,
Lebanon,,,,27.99,46.75,32.28,23.2
Benin,20.58,30.27,23.91,16.06,21.21,24.77,29.23
Egypt,47.61,54.7,47.73,44.86,32.59,28.89,29.85
Nauru,,,,,10.88,19.77,11.49
Lesotho,31.3,4.91,7.82,13.79,20.52,21.93,12.48
Barbados,27.39,30.92,31.12,38.96,55.39,68.48,
China,27.35,19.59,27.56,31.29,33.11,22.32,31.13
Aruba,,59.95,55.76,41.69,44.49,46.6,45.62
Saint Kitts and Nevis,21.69,30.19,40.01,39.3,46.47,49.48,46.2
Uruguay,20.83,27.23,24.11,21.15,26.62,40.81,45.9
Nigeria,39.88,40.23,43.36,55.28,39.72,30.87,35.82
Djibouti,,,36.34,25.91,21.62,10.34,7.93
Czechia,,,44.81,50.25,43.31,47.23,50.07
Hungary,6.97,20.1,54.63,47.29,60.26,62.01,58.9
Indonesia,39.2,46.66,42.92,51.21,37.85,38.29,44.86
Central African Republic,22.58,18.75,11.58,,,,
Qatar,,,,,24.35,28.97,25.66
Antigua and Barbuda,10.88,26.68,34.08,50.61,56.68,54.4,52.46
